#Tue Feb 14 17:27:58 2023
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = crate, slot, mpd, adc_ch, CM min, CM max
          25          11           2           0           0           0
          25          11           2           1           0           0
          25          11           2           2           0           0
          25          11           2           3           0           0
          25          11           2           4           0           0
          25          11           3           0           0           0
          25          11           3           1           0           0
          25          11           3           2           0           0
          25          11           3           3           0           0
          25          11           4           0           0           0
          25          11           4           1           0           0
          25          11           4           2           0           0
          25          11           4           3           0           0
          25          11           4           4           0           0
          25          11           5           0           0           0
          25          11           5           1           0           0
          25          11           5           2           0           0
          25          11           5           3           0           0
          25          11           2           5           0           0
          25          11           2           6           0           0
          25          11           2           7           0           0
          25          11           2           8           0           0
          25          11           2           9           0           0
          25          11           3           5           0           0
          25          11           3           6           0           0
          25          11           3           7           0           0
          25          11           3           8           0           0
          25          11           4           5           0           0
          25          11           4           6           0           0
          25          11           4           7           0           0
          25          11           4           8           0           0
          25          11           4           9           0           0
          25          11           5           9           0           0
          25          11           5           8           0           0
          25          11           5           7           0           0
          25          11           5           6           0           0
          25          11           2          10           0           0
          25          11           2          11           0           0
          25          11           2          12           0           0
          25          11           2          13           0           0
          25          11           2          14           0           0
          25          11           3          10           0           0
          25          11           3          11           0           0
          25          11           3          12           0           0
          25          11           3          13           0           0
          25          11           4          10           0           0
          25          11           4          11           0           0
          25          11           4          12           0           0
          25          11           4          13           0           0
          25          11           4          14           0           0
          25          11           5          10           0           0
          25          11           5          11           0           0
          25          11           5          12           0           0
          25          11           5          13           0           0
          25          11           6           0           0           0
          25          11           6           1           0           0
          25          11           6           2           0           0
          25          11           6           3           0           0
          25          11           6           4           0           0
          25          11           7           0           0           0
          25          11           7           1           0           0
          25          11           7           2           0           0
          25          11           7           3           0           0
          25          11           8           0           0           0
          25          11           8           1           0           0
          25          11           8           2           0           0
          25          11           8           3           0           0
          25          11           8           4           0           0
          25          11           9           0           0           0
          25          11           9           1           0           0
          25          11           9           2           0           0
          25          11           9           3           0           0
          25          11           6           5           0           0
          25          11           6           6           0           0
          25          11           6           7           0           0
          25          11           6           8           0           0
          25          11           6           9           0           0
          25          11           7           5           0           0
          25          11           7           6           0           0
          25          11           7           7           0           0
          25          11           7           8           0           0
          25          11           8           5           0           0
          25          11           8           6           0           0
          25          11           8           7           0           0
          25          11           8           8           0           0
          25          11           8           9           0           0
          25          11           9           5           0           0
          25          11           9           6           0           0
          25          11           9           7           0           0
          25          11           9           8           0           0
          25          11           6          10           0           0
          25          11           6          11           0           0
          25          11           6          12           0           0
          25          11           6          13           0           0
          25          11           6          14           0           0
          25          11           7          10           0           0
          25          11           7          11           0           0
          25          11           7          12           0           0
          25          11           7          13           0           0
          25          11           8          10           0           0
          25          11           8          11           0           0
          25          11           8          12           0           0
          25          11           8          13           0           0
          25          11           8          14           0           0
          25          11           9          10           0           0
          25          11           9          11           0           0
          25          11           9          12           0           0
          25          11           9          13           0           0
          24          11           0           0         559         684
          24          11           0           1         740         872
          24          11           0           2         635         777
          24          11           0           3         671         832
          24          11           0           4         759         931
          24          11           0           5         722         889
          24          11           0           6         682         845
          24          11           0           7         778         939
          24          11           0           8         665         818
          24          11           0           9         542         700
          24          11           0          10         517         665
          24          11           0          11         693         819
          24          11           4          10         608         961
          24          11           4          11         687         968
          24          11           4          12         642         933
          24          11           4          13         656         945
          24          11           4          14         505         804
          24          11           5           0         701         815
          24          11           5           1         768         872
          24          11           5           2         631         733
          24          11           5           3         699         824
          24          11           5           4         601         720
          24          11           1           0         513         679
          24          11           1           1         693         872
          24          11           1           2         653         848
          24          11           1           3         620         814
          24          11           1           4         709         892
          24          11           1           5         613         790
          24          11           1           6         669         862
          24          11           1           7         471         667
          24          11           1           8         607         799
          24          11           1           9         451         632
          24          11           1          10         640         826
          24          11           1          11         697         873
          24          11           4           5         627         997
          24          11           4           6         645        1100
          24          11           4           7         639        1131
          24          11           4           8         401         960
          24          11           4           9         677        1150
          24          11           5           5         200         221
          24          11           5           6         212         233
          24          11           5           7         200         220
          24          11           5           8         276         298
          24          11           5           9         196         217
          24          11           2           0         634         748
          24          11           2           1         683         778
          24          11           2           2         594         708
          24          11           2           3         631         741
          24          11           2           4         654         777
          24          11           2           5         671         806
          24          11           2           6         737         883
          24          11           2           7         774         923
          24          11           2           8         820         990
          24          11           2           9         606         782
          24          11           2          10         661         852
          24          11           2          11         559         776
          24          11           4           0         521        1216
          24          11           4           1         573        1013
          24          11           4           2         421         831
          24          11           4           3         627        1018
          24          11           4           4         646         778
          24          11           5          10         409         733
          24          11           5          11         386         642
          24          11           5          12         324         569
          24          11           5          13         495         715
          24          11           5          14         487         696
          24          11           3           0         761        1036
          24          11           3           1         737        1039
          24          11           3           2         704        1059
          24          11           3           3         605         966
          24          11           3           4         683        1072
          24          11           3           5         675        1055
          24          11           3           6         749        1134
          24          11           3           7         612        1009
          24          11           3           8         497         889
          24          11           3           9         749        1176
          24          11           3          10         569         929
          24          11           3          11         616         854
          24          11           6           0         720         867
          24          11           6           1         531         750
          24          11           6           2         685         999
          24          11           6           3         558         976
          24          11           6           4         389         939
          24          11           6           8         491        1029
          24          11           6           9         440         923
          24          11           6          10         457         972
          24          11           6          11         497         988
          24          11           6          12         465         809
          24          11           7           0        1567        1633
          24          11           7           1         674         769
          24          11           7           2         647         747
          24          11           7           3         662         762
          24          11           7           4         674         762
          24          11           7           5        1393        1444
          24          11           7           6         816         915
          24          11           7           7         694         791
          24          11           7           8         663         773
          24          11           7           9         672         794
          24          11           7          10         650         763
          24          11           7          11         683         828
          24          11          11          10         627         742
          24          11          11          11         703         813
          24          11          11          12         521         643
          24          11          11          13         489         598
          24          11          11          14         610         711
          24          11          12           0        1290        1382
          24          11          12           1         617         783
          24          11          12           2         436         631
          24          11          12           3         428         623
          24          11          12           4         525         687
          24          11           8           0         729         969
          24          11           8           1         758         922
          24          11           8           2         681         824
          24          11           8           3         784         917
          24          11           8           4         715         840
          24          11           8           5         709         831
          24          11           8           6         788         907
          24          11           8           7         758         879
          24          11           8           8         692         803
          24          11           8           9         648         757
          24          11           8          10         763         871
          24          11           8          11         634         781
          24          11          11           5         673         928
          24          11          11           6         638         845
          24          11          11           7         565         736
          24          11          11           8         676         815
          24          11          11           9         665         796
          24          11          12           5         549         674
          24          11          12           6         489         588
          24          11          12           7         587         691
          24          11          12           8         690         846
          24          11          12           9         623         748
          24          11           9           0         527         943
          24          11           9           1         678         813
          24          11           9           2         641         755
          24          11           9           3         473         565
          24          11           9           4         573         670
          24          11           9           5         696         800
          24          11           9           6         669         788
          24          11           9           7         722         884
          24          11           9           8         550         675
          24          11           9           9         481         600
          24          11           9          10         740         867
          24          11           9          11         576         753
          24          11          11           0         492         613
          24          11          11           1         603         867
          24          11          11           2         576         905
          24          11          11           3         507         765
          24          11          11           4         549         785
          24          11          12          10         623         855
          24          11          12          11         644         813
          24          11          12          12         520         705
          24          11          12          13         427         570
          24          11          12          14         424         525
          24          11          10           0        1092        1365
          24          11          10           1        1103        1231
          24          11          10           2        1191        1270
