#Thu Oct  5 13:25:11 2023
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0             127           37.23
               1          -33.31           33.21
               2          -26.01           31.14
               3          -5.289            30.7
               4            -199           10.03
               5          -87.51            8.19
               6           -21.8           9.572
               7           36.51           8.976
               8          -67.96           6.237
               9          -13.78           7.176
              10          -1.976           8.158
              11           58.88           8.823
              12          -42.37           6.901
              13          -18.25           7.092
              14           29.41           7.982
              15           65.54           7.329
              16          -47.49           6.243
              17          -56.18           7.543
              18           4.662           6.916
              19            49.7           7.328
              20          -80.91            6.24
              21          -29.02           7.362
              22           2.737           6.419
              23           52.42           7.512
              24          -51.34           6.648
              25          -17.17           8.197
              26           18.11           6.554
              27           61.97           8.226
              28          -36.54           6.272
              29          -10.32           7.307
              30           22.91           6.849
              31           89.62           8.927
              32          -37.62           6.488
              33          -40.97           7.432
              34          -9.175           7.794
              35           40.81           8.558
              36          -55.27           6.365
              37          -37.96           7.265
              38           6.503            7.99
              39           69.61           8.777
              40          -40.41           6.952
              41          -37.16           7.888
              42           19.16           8.465
              43           73.27           7.492
              44             -37           6.724
              45           9.635            7.45
              46           37.26           7.766
              47            72.7           7.527
              48          -64.76            6.25
              49          -40.64           7.391
              50          -9.604           6.558
              51            32.6           7.302
              52          -60.13           6.248
              53          -36.38           7.241
              54          -1.252           6.377
              55           63.86           7.584
              56          -53.48           5.951
              57          -8.098           7.546
              58           5.836           6.649
              59           81.09           7.785
              60          -34.17           8.018
              61           5.644           8.489
              62           29.43           6.449
              63           73.26           7.883
              64          -65.71           6.253
              65          -24.23           6.086
              66           10.94           8.112
              67           58.45           6.798
              68          -66.14            6.35
              69          -41.44           5.804
              70           5.098           7.674
              71           50.13           7.271
              72          -68.44           6.294
              73          -28.41           6.272
              74           9.114           7.549
              75           79.17           7.537
              76          -31.93            5.83
              77           5.983           6.855
              78           36.31           7.403
              79           81.52            7.59
              80           -39.8           6.372
              81           -32.4            6.03
              82           16.35           5.924
              83           37.47           6.765
              84           -51.1           6.555
              85          -49.06           5.854
              86          0.6801           5.907
              87           38.68            7.84
              88          -37.29           6.031
              89          -30.82           5.901
              90           17.01           6.103
              91           57.73           7.715
              92          -37.11           5.804
              93          -16.22           5.924
              94           38.89           6.332
              95           89.91           7.631
              96           -54.1           6.383
              97          -38.03           5.837
              98           13.85           7.987
              99           62.86           8.654
             100          -45.06           6.522
             101          -14.34           6.245
             102           15.43           7.791
             103           56.83           7.492
             104          -31.99           6.582
             105          -20.87            7.39
             106           11.84           7.645
             107           69.11           7.767
             108          -38.45           5.702
             109         -0.2402           7.859
             110           33.19            7.76
             111           79.21           7.594
             112          -36.26           6.222
             113          -52.33           5.884
             114          0.1673           5.939
             115           40.21           7.608
             116          -63.55           6.138
             117          -21.42           5.707
             118           16.54           5.959
             119           64.25           7.678
             120           -50.4           5.952
             121          -20.16           5.933
             122           29.52           6.322
             123           80.01           7.629
             124          -35.82           5.759
             125          -6.674            5.86
             126           32.81           6.722
             127           120.9           7.422
APV               20              11               7               1
               0           149.7            37.2
               1          -23.41           32.35
               2          -15.78           30.17
               3          -21.29           29.47
               4          -191.8           10.91
               5          -79.13           7.876
               6          -19.04           8.492
               7           31.92           11.07
               8          -50.78           7.387
               9          -2.666           6.788
              10           23.12            8.76
              11           73.22           13.51
              12          -66.28           7.691
              13          -10.52           6.694
              14           40.85           7.404
              15           69.46           12.98
              16          -59.48           7.324
              17          -48.69           6.728
              18          -35.55            6.64
              19           40.46           6.958
              20          -74.63           7.239
              21          -17.87           6.769
              22          -6.734           6.242
              23           53.88           7.051
              24          -58.09           6.915
              25          -20.97           6.677
              26           7.437           6.372
              27           72.16           9.768
              28           -41.8           6.613
              29          -25.23           6.609
              30           13.05           6.469
              31           81.19           10.55
              32          -69.99           7.343
              33          -38.22            6.91
              34           2.197           6.833
              35           35.53           7.861
              36          -65.11           7.456
              37          -29.33            6.51
              38           16.51           7.112
              39           57.23           12.66
              40          -63.52           7.471
              41          -7.744           6.949
              42           21.86           7.675
              43            80.8           15.21
              44             -31           7.177
              45          -7.078           8.136
              46           8.645           7.469
              47            74.7           9.383
              48          -56.88           7.296
              49          -41.92           6.659
              50           -5.39           6.494
              51           46.34           6.792
              52          -69.85           6.931
              53          -22.38           6.534
              54           18.16           6.294
              55           52.21           8.794
              56          -48.54           6.813
              57           -15.9           6.598
              58           25.46           6.606
              59           74.66           13.55
              60          -31.53           6.502
              61             -21           6.591
              62           16.92           9.008
              63           74.75           9.502
              64          -70.01           7.444
              65          -29.15           6.871
              66           4.949           6.664
              67           58.01           7.663
              68          -59.19           7.225
              69          -21.55           6.329
              70           5.515           7.002
              71           58.38           10.56
              72          -36.75           7.439
              73         -0.6546           6.488
              74           5.276           8.992
              75           76.86           10.27
              76          -47.21            6.92
              77           -29.5            6.54
              78           25.37            6.78
              79            97.5           11.43
              80          -66.13           7.044
              81           -42.7           6.616
              82           2.653             6.2
              83           40.43           6.696
              84          -42.77            7.32
              85          -23.52           6.606
              86           11.42           6.034
              87           65.32           9.409
              88           -47.6           6.687
              89          -19.08           6.582
              90           22.36           5.905
              91           57.66           7.954
              92          -43.61           6.376
              93          -11.42           6.543
              94           13.55           5.976
              95           101.1           9.384
              96          -56.74           7.582
              97          -28.35           6.542
              98           8.185           7.124
              99           49.27           16.69
             100          -46.56           7.364
             101          -41.46           6.359
             102           15.79           6.885
             103           63.98           10.52
             104          -43.13           7.522
             105           -21.5           7.351
             106           39.29           6.968
             107           76.12           9.254
             108          -60.42           6.555
             109          -12.09           7.599
             110           17.14           7.188
             111           83.21           9.347
             112          -47.21           7.205
             113          -17.71           6.568
             114          -9.454           6.081
             115           46.68           6.621
             116          -55.94           6.927
             117          -19.71           6.344
             118            9.38           5.829
             119           70.06           8.775
             120          -55.07           6.617
             121          -20.32           6.371
             122              23             9.1
             123           77.99           10.79
             124          -48.48           6.299
