#Thu Sep 23 15:52:04 2021
# This file defines the common-mode range for the online zero-suppression for the GEM DAQ. Copy its contents into (location TBD) to set these values for detector bb.gem
# format = crate     slot      mpd_id     adc_ch      commonmode min      commonmode max
          20          11           7           0         405         490
          20          11           7           1         420         600
          20          11           7           2         504         620
          20          11           7           3         484         656
          20          11           7           4         401         542
          20          11           7           5         200         341
          20          11           7           6         493         619
          20          11           7           7         439         520
          20          11           7           8         374         562
          20          11           7           9         461         642
          20          11           7          10         423         602
          20          11           7          11         437         617
          20          11           7          12         467         681
          20          11           7          13         380         594
          20          11           7          14         309         548
          20          11           8           0         198         441
          20          11           8           1         337         623
          20          11           8           2         374         650
          20          11           8           3         229         506
          20          11           8           4         278         581
          20          11           8           5         246         615
          20          11           8           6         342         725
          20          11           8           7         324         727
          20          11           8           8         312         631
          20          11           8           9         451         758
          20          11           8          10         204         455
          20          11           8          11         314         536
          20          11           8          12         394         612
          20          11           8          13         367         587
          20          11           8          14         319         557
          20          11           9           0         336         437
          20          11           9           1         516         623
          20          11           9           2         435         540
          20          11           9           3         376         450
          20          11           9           4         474         614
          20          11           9           5         408         552
          20          11           9           6         403         572
          20          11           9           7         402         621
          20          11           9           8         440         602
          20          11           9           9         263         436
          20          11           9          10         355         551
          20          11           9          11         443         671
          20          11           9          12         425         615
          20          11           9          13         442         657
          20          11           9          14         381         611
          20          11          10           0         174         433
          20          11          10           1         334         611
          20          11          10           2         208         478
          20          11          10           3         227         509
          20          11          10           4         112         435
          20          11          10           5         333         683
          20          11          10           6         154         522
          20          11          10           7         369         729
          20          11          10           8         385         601
          20          11          10           9         299         515
          20          11          10          10         406         698
          20          11          10          11         186         538
          20          11          10          12         404         614
          20          11          10          13         295         520
          20          11          10          14         352         600
          20          11          16           0           0           0
          20          11          16           1         359         590
          20          11          16           2         385         600
          20          11          16           3         407         605
          20          11          16           4         343         493
          20          11          17           4         478         647
          20          11          17           3         402         530
          20          11          17           2         415         543
          20          11          17           1         505         638
          20          11          18           0         332         496
          20          11          18           1         367         529
          20          11          18           2         445         628
          20          11          18           3         371         557
          20          11          18           4         396         618
          20          11          19           0         365         629
          20          11          19           1         320         503
          20          11          19           2         368         538
          20          11          19           3         310         503
          20          11          16           5         316         474
          20          11          16           6         346         483
          20          11          16           7         370         520
          20          11          16           8         380         534
          20          11          16           9         381         567
          20          11          17           9         382         571
          20          11          17           8         488         637
          20          11          17           7         428         573
          20          11          17           6         473         632
          20          11          18           5         396         590
          20          11          18           6         378         559
          20          11          18           7         377         561
          20          11          18           8         419         602
          20          11          18           9         312         539
          20          11          19           9         412         574
          20          11          19           8         506         653
          20          11          19           7         396         550
          20          11          19           6         406         595
          20          11          16          10         354         543
          20          11          16          11         469         622
          20          11          16          12         367         506
          20          11          16          13         239         387
          20          11          16          14         381         604
          20          11          17          10         331         452
          20          11          17          11         449         620
          20          11          17          12         523         693
          20          11          17          13         335         546
          20          11          18          10         378         563
          20          11          18          11         444         627
          20          11          18          12         442         602
          20          11          18          13         383         559
          20          11          18          14         420         642
          20          11          19          14         412         550
          20          11          19          13         381         535
          20          11          19          12         365         533
          20          11          19          11         437         639
          20          11          11           0         460         531
          20          11          11           1         513         637
          20          11          11           2         491         603
          20          11          11           3         463         618
          20          11          11           4         478         763
          20          11          11           5         499         656
          20          11          11           6         380         510
          20          11          11           7         339         515
          20          11          11           8         201         424
          20          11          11           9         406         604
          20          11          11          10         476         660
          20          11          11          11         288         465
          20          11          11          12         322         597
          20          11          11          13         252         492
          20          11          11          14         410         651
          20          11          12           0         350         693
          20          11          12           1         299         638
          20          11          12           2         342         675
          20          11          12           3           0           0
          20          11          12           4         209         656
          20          11          12           5         288         773
          20          11          12           6         307         762
          20          11          12           7         103         559
          20          11          12           8         285         597
          20          11          12           9         103         373
          20          11          12          10         239         482
          20          11          12          11         146         375
          20          11          12          12         269         590
          20          11          12          13         320         599
          20          11          12          14         373         674
          20          11          13           0         418         525
          20          11          13           1         449         559
          20          11          13           2         501         587
          20          11          13           3         434         522
          20          11          13           4         423         574
          20          11          13           5         436         567
          20          11          13           6         454         584
          20          11          13           7         371         561
          20          11          13           8         402         589
          20          11          13           9         504         661
          20          11          13          10         415         588
          20          11          13          11         386         578
          20          11          13          12         265         488
          20          11          13          13         383         613
          20          11          13          14         397         611
          20          11          14           0         328         636
          20          11          14           1         340         650
          20          11          14           2         331         594
          20          11          14           3         383         562
          20          11          14           4         321         651
          20          11          14           5         142         453
          20          11          14           6         322         661
          20          11          14           7         316         675
          20          11          14           8         359         540
          20          11          14           9         352         598
          20          11          14          10         299         638
          20          11          14          11         320         716
          20          11          14          12         236         535
          20          11          14          13         353         604
          20          11          14          14         334         589
          20          11          20           0         379         613
          20          11          20           1         337         522
          20          11          20           2         391         577
          20          11          20           3         331         518
          20          11          20           4         435         610
          20          11          21           4         370         548
          20          11          21           3         397         573
          20          11          21           2         385         564
          20          11          21           1         443         663
          20          11          22           0         398         569
          20          11          22           1         443         589
          20          11          22           2         392         537
          20          11          22           3         397         547
          20          11          22           4         349         540
          20          11          23           0         212         475
          20          11          23           1         398         579
          20          11          23           2         374         551
          20          11          23           3         299         487
          20          11          20           5         389         626
          20          11          20           6         421         648
          20          11          20           7         324         494
          20          11          20           8         257         460
          20          11          20           9         251         511
          20          11          21           5         304         506
          20          11          21           6         370         566
          20          11          21           7         429         616
          20          11          21           8         433         665
          20          11          22           5         316         500
          20          11          22           6         453         610
          20          11          22           7         339         504
          20          11          22           8         323         476
          20          11          22           9         354         563
          20          11          23           5         362         554
          20          11          23           6         434         578
          20          11          23           7         436         582
          20          11          23           8         386         582
          20          11          20          10         102         615
          20          11          20          11         238         700
          20          11          20          12         326         740
          20          11          20          13         264         607
