#Thu Oct 21 08:57:49 2021
# Copy file into sbs-onl@sbsvtp3:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0           126.5           37.02
               1          -33.84           32.93
               2          -28.27           30.87
               3          -9.685           30.33
               4            -200           9.777
               5          -86.39            8.13
               6          -21.98           9.081
               7            31.1           8.308
               8          -65.63           5.909
               9          -12.49           7.194
              10          -1.268            7.59
              11           52.52           8.262
              12          -38.45           6.489
              13          -16.15            7.16
              14            28.8           7.451
              15           68.04           8.143
              16          -47.19           6.099
              17           -54.7           7.192
              18           4.266             6.9
              19           46.25           7.034
              20          -79.14           6.123
              21          -27.68           7.459
              22           3.352           6.319
              23           46.59           6.928
              24          -49.89           6.475
              25          -16.03           8.141
              26           19.14           6.264
              27           56.57            7.35
              28          -31.94           5.674
              29          -8.403           7.325
              30           22.71           6.486
              31           85.62            7.88
              32          -38.41           6.235
              33          -39.89            7.38
              34          -8.836           7.398
              35           36.67           8.009
              36          -54.33           6.134
              37          -36.22           7.257
              38           7.058           7.584
              39           63.47            8.12
              40          -39.42           6.882
              41          -35.46           7.904
              42            19.7            8.06
              43           74.21           8.292
              44          -32.08           5.863
              45           11.54           7.089
              46           36.43            7.48
              47           75.73           8.738
              48          -63.81           6.126
              49          -39.13            7.15
              50          -9.481           6.508
              51           28.46           6.745
              52          -58.22           5.965
              53          -34.94           7.356
              54         -0.1954           6.189
              55           57.27           6.865
              56          -49.82           5.607
              57          -6.527           7.515
              58           7.182           6.485
              59           82.78           7.488
              60          -31.66           6.905
              61           6.957           8.098
              62           28.38           6.344
              63           73.47           7.582
              64           -66.7           6.224
              65          -24.01           5.834
              66           12.18           7.617
              67            55.2           7.299
              68          -67.44           6.162
              69          -39.16           5.753
              70           6.047           7.249
              71           46.84           7.572
              72          -68.23            6.27
              73          -26.85             6.1
              74           8.515           6.998
              75           77.52           7.709
              76           -31.4           5.714
              77           7.439            6.56
              78            34.8           6.991
              79           81.05           7.624
              80          -40.64           6.191
              81          -30.28           6.006
              82           17.53           5.874
              83           33.66           7.979
              84          -52.32           6.245
              85          -46.87           5.751
              86          0.6071           5.673
              87           35.71           7.968
              88          -37.21           6.083
              89          -28.65           5.927
              90           16.58           5.899
              91           56.36           7.833
              92           -36.2           5.644
              93          -14.22           5.874
              94           36.76           6.088
              95           89.02            7.61
              96          -54.87           6.393
              97           -36.5           5.858
              98           14.36           7.575
              99           58.77           8.288
             100          -46.24            6.33
             101          -12.66           6.146
             102           15.45           7.292
             103           54.02           7.709
             104          -31.54           6.524
             105          -18.35            7.18
             106           10.83           7.173
             107           68.14           7.883
             108          -37.57           5.667
             109           1.093           7.562
             110           30.95           7.127
             111           79.53           8.399
             112          -37.19           6.087
             113          -50.27           5.771
             114           1.316           5.816
             115            37.1           7.333
             116          -64.05           5.997
             117          -19.37           5.676
             118           16.64           5.722
             119           61.44           7.844
             120          -49.71           5.887
             121           -18.1           5.912
             122           28.45           6.072
             123           78.29            7.72
             124          -34.11           5.656
             125          -4.838           5.876
             126           29.86           6.519
             127           123.6           9.375
APV               20              11               7               1
               0           145.5           38.13
               1          -27.87           33.53
               2          -19.33           31.43
               3          -25.66           30.83
               4          -199.5           10.94
               5          -79.88           7.808
               6          -18.52           8.334
               7           32.75           10.71
               8          -51.34           7.136
               9          -3.051           6.713
              10           24.53            7.96
              11           71.97           13.71
              12          -65.94             7.4
              13           -12.1           6.468
              14           41.47           7.197
              15           68.88           12.79
              16          -61.18           7.144
              17          -47.69           6.681
              18          -33.75           6.326
              19           41.79           6.712
              20          -74.86           7.069
              21           -17.6            6.82
              22          -5.718           6.137
              23           54.72           6.868
              24          -58.37           6.822
              25          -21.82           6.745
              26           8.804           6.032
              27           73.03           10.11
              28          -40.79           6.531
              29          -26.63           6.561
              30           15.61           6.284
              31           81.09           11.19
              32          -71.72           7.134
              33          -37.71           6.832
              34           3.363           6.542
              35           36.53            7.63
              36          -66.34           7.072
              37          -29.22           6.286
              38           17.93           6.886
              39           56.84           12.43
              40          -63.47            7.18
              41          -9.333           6.597
              42           22.88           7.422
              43           80.31           15.18
              44          -30.18           7.127
              45          -8.169           7.932
              46           9.756           7.241
              47           73.64           8.408
              48          -58.59           7.102
              49          -41.35           6.643
              50           -3.89           6.191
              51           47.63           6.532
              52          -71.18           6.782
              53          -22.87           6.522
              54           19.13           5.964
              55            52.6           9.984
              56          -48.55           6.633
              57          -16.98           6.751
              58           26.78            6.39
              59            75.1           13.72
              60          -30.86           6.366
              61           -22.3           6.627
              62           17.23            9.62
              63            73.8           8.571
              64          -71.04           7.078
              65          -29.52           6.582
              66           5.757           6.354
              67           58.75           7.526
              68          -59.94           6.955
              69          -20.95           6.091
              70           5.909           6.748
              71           60.61           10.36
              72          -37.43           7.333
              73          -1.131           6.165
              74            7.19           8.658
              75           78.91           10.41
              76          -47.46           6.659
              77          -29.12           6.553
              78           27.31           6.572
              79           90.81           8.158
              80          -68.34           7.064
              81          -42.39           6.456
              82           3.007           5.984
              83            41.8           6.336
              84           -43.5           6.984
              85          -22.49            6.39
              86           12.55            5.76
              87           65.56           9.853
              88          -47.98           6.617
              89          -18.04           6.413
              90           24.41           5.786
              91            59.3           7.718
              92           -43.4           6.106
              93          -10.85           6.338
              94           16.07           5.757
              95           99.98           8.478
              96          -58.32           7.321
              97           -28.3           6.271
              98           8.835           7.015
              99           49.64           16.76
             100           -48.1           7.111
             101          -40.99           6.068
             102           16.22           6.726
             103            64.4            10.2
             104          -44.24           7.377
             105          -21.17           7.132
             106           40.23           6.808
             107           75.69           9.556
             108          -60.98           6.328
             109          -12.43           7.369
             110           19.66            7.04
             111           82.69           8.471
             112          -48.77           7.042
             113          -17.43           6.409
             114          -8.608           5.894
             115            46.3           6.437
             116          -57.14           6.668
             117          -18.84           6.061
             118           10.78           5.705
             119           66.15           9.987
             120           -55.2           6.585
             121          -19.85           6.224
             122           23.92           9.837
             123           77.44           12.18
             124          -47.73           6.077
             125          -26.85           5.995
             126           57.45           6.385
             127             153            8.47
APV               20              11               7               2
               0           141.3           35.11
               1           2.901           30.12
               2          -0.844            27.6
               3          -19.05           26.74
               4          -149.1           10.38
               5          -51.58           7.184
               6          -15.87           7.883
               7          -15.61           7.113
               8           -23.9           7.005
               9          -26.19           6.216
              10           14.67           6.708
              11           8.986           7.357
              12          -37.94           7.385
              13          -29.14           6.161
              14           39.47           6.661
              15           15.88           7.766
              16          -25.07           7.095
              17          -21.98           6.581
              18          -15.53           6.693
              19           29.14           6.559
              20          -32.33           7.018
              21          -25.53           6.318
              22          -0.714           7.421
              23           14.48           6.454
              24          -9.596           6.636
              25          -15.02           6.365
              26           23.04           6.122
              27           33.17           7.186
              28          -20.87           6.365
              29          -18.23           6.162
              30           10.98           6.232
              31           24.97            7.66
              32          -52.95           7.185
              33          -18.41           6.544
              34            8.04           6.444
              35         -0.6292           6.531
              36          -34.39           7.343
              37          -30.04           5.883
              38           10.81           6.728
              39           21.45           7.203
              40          -4.555           7.361
              41          -12.18           6.298
              42           29.53           7.157
              43           15.74           7.669
              44          -9.904           6.641
              45           -3.51           7.607
              46           17.87           6.639
              47           34.22           8.577
              48          -31.23           6.708
              49          -9.505           6.309
              50           1.631           6.206
              51          0.6189           6.255
              52          -25.28           6.748
              53          -23.58           6.126
              54           3.482           6.928
              55            7.66           6.276
              56          -23.18           6.418
              57          -9.409           6.145
              58           33.67           6.275
              59           31.32           7.137
              60          -2.318           6.084
              61          -28.32           6.015
              62           16.62               6
              63           41.21           8.302
              64          -11.18             7.1
              65          -18.47           6.175
              66            26.7           6.343
