#Wed Oct 25 15:06:11 2023
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0           126.4           37.24
               1          -35.98           33.32
               2           -27.3           31.13
               3          -5.295           30.78
               4          -199.4           9.953
               5          -87.81           8.843
               6          -21.89           9.754
               7           35.56           9.002
               8          -68.22           6.173
               9          -14.19           7.948
              10          -1.446           8.259
              11           57.84           8.918
              12          -42.49           6.903
              13          -18.48           7.919
              14           29.88           8.099
              15           65.52           8.283
              16          -47.77           6.298
              17          -56.18            8.29
              18            4.74           7.181
              19           49.37           7.292
              20          -80.59            6.28
              21          -29.09           8.065
              22           3.177           6.643
              23           51.31           7.451
              24          -51.33            7.37
              25          -17.14           9.067
              26           19.33           6.715
              27           61.23           8.053
              28          -36.51           6.479
              29          -10.62           8.166
              30           23.29           6.913
              31              89           8.854
              32          -38.27           6.423
              33           -41.5           8.112
              34          -9.191               8
              35           40.51           8.653
              36           -55.3           6.356
              37          -38.18           8.026
              38           7.007           8.187
              39           68.62           8.721
              40          -40.69           7.716
              41          -37.31            8.67
              42           20.11           8.628
              43           78.71           9.084
              44          -36.34           6.771
              45              10           7.961
              46           37.59           7.997
              47           72.66           8.331
              48          -65.29           6.239
              49          -40.83           8.274
              50          -9.802           6.764
              51           31.82           7.309
              52             -60           6.165
              53          -36.79           8.021
              54         -0.8356           6.608
              55           62.88           7.471
              56          -53.65           6.044
              57          -8.071           8.316
              58            6.66           6.814
              59            81.9           8.401
              60          -34.25           8.877
              61           5.704           9.345
              62           29.79           6.569
              63           73.81             8.7
              64          -66.36           6.299
              65          -24.98           6.273
              66           11.43           8.331
              67           58.51           7.689
              68          -66.82           6.354
              69          -41.45            5.87
              70           5.661           7.754
              71           50.14           8.129
              72          -69.15           6.397
              73          -28.81            6.41
              74            9.17           7.597
              75           79.32           8.414
              76           -32.7           5.889
              77           6.362           6.886
              78           36.68           7.343
              79           81.52           8.467
              80          -40.51           6.353
              81          -32.21           6.162
              82           16.71           6.109
              83           37.42           6.949
              84             -52             6.6
              85          -49.29           5.958
              86           1.153            6.19
              87           38.75           8.621
              88          -37.86           6.055
              89          -30.65           6.004
              90           17.62           6.273
              91           57.76           8.613
              92           -37.8           5.826
              93          -15.85           6.112
              94           39.41           6.421
              95           90.18           8.421
              96          -54.89            6.39
              97           -38.5           5.973
              98           13.83           8.066
              99           62.43           8.806
             100          -46.02           6.568
             101          -14.09           6.355
             102           15.79           7.861
             103           56.73           8.392
             104          -32.67           6.673
             105          -20.12           7.488
             106           11.97           7.671
             107           69.12           8.629
             108          -39.13           5.812
             109        -0.06261           7.955
             110           33.13           7.904
             111           80.31           8.233
             112          -36.77           6.219
             113          -52.33           5.997
             114          0.5804           6.094
             115            40.2           8.536
             116          -64.35           6.111
             117           -21.2           5.843
             118           16.88           6.125
             119           64.12           8.588
             120          -51.21           5.927
             121          -19.68           6.119
             122            29.8           6.485
             123            79.9           8.498
             124          -36.51           5.729
             125           -6.34           6.081
