#Sun Jan 23 15:10:54 2022
# Copy file into sbs-onl@sbsvtp3:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0             127           36.66
               1          -34.41           32.68
               2          -28.41           30.65
               3          -6.099           30.07
               4          -200.1           9.648
               5          -86.97           7.582
               6          -21.93           8.571
               7           34.67           7.857
               8          -66.96           5.935
               9          -13.53           6.398
              10         -0.3697           7.053
              11           55.89           7.611
              12          -40.98           6.631
              13           -16.8           6.469
              14           30.34           7.101
              15           69.53           7.776
              16          -48.97           5.827
              17          -55.42           6.484
              18           4.132           6.591
              19           48.85           6.608
              20          -80.67           5.984
              21          -28.44           6.797
              22            3.21            5.85
              23            50.5           6.423
              24          -50.99            6.05
              25           -16.6           7.403
              26           19.78           5.912
              27            58.8           6.929
              28          -34.77            6.03
              29          -9.028           6.813
              30            24.1           5.963
              31            86.1           7.275
              32          -39.91           6.169
              33          -40.79           6.672
              34          -8.986           6.817
              35           39.89           7.655
              36          -55.76           6.073
              37          -37.12           6.523
              38           7.373           6.993
              39           67.29           7.723
              40          -40.48            6.28
              41          -36.02            7.05
              42           20.35            7.55
              43           76.73           7.829
              44          -34.81           6.393
              45           10.56           6.537
              46           38.24           6.969
              47           77.23            8.25
              48          -65.72           5.867
              49          -39.96           6.482
              50          -9.725           6.065
              51           31.56           6.341
              52          -60.25           5.828
              53          -35.61             6.7
              54         -0.3702           5.724
              55           60.62           6.365
              56          -52.02           5.882
              57          -7.417            6.84
              58           7.976           6.068
              59           84.59           7.014
              60          -32.54           6.239
              61            6.34           7.262
              62           30.36           5.893
              63           74.99           6.918
              64          -68.02           6.209
              65          -26.66           5.849
              66           11.09           7.124
              67            58.4           7.195
              68          -68.91           6.021
              69          -41.92           5.473
              70           5.624           6.889
              71           51.45           7.402
              72          -70.31           6.046
              73          -28.83           5.848
              74           9.305           6.729
              75           80.04           7.056
              76          -33.98           5.729
              77            6.22           6.232
              78           36.58            6.47
              79           82.61            7.07
              80          -42.86           6.048
              81          -33.24           5.723
              82           15.98           5.561
              83           36.91           5.958
              84          -54.44           6.131
              85          -49.24           5.555
              86          0.4597            5.42
              87            39.3           6.929
              88           -39.8           5.853
              89          -30.03           5.677
              90           16.79           5.418
              91           58.67            7.22
              92          -38.49           5.546
              93          -15.69           5.712
              94           38.29           5.659
              95           90.66           7.033
              96          -56.53           6.136
              97          -38.95           5.534
              98           13.86           7.164
              99           61.96            7.69
             100          -48.08           6.082
             101          -14.93           5.789
             102           15.62           6.818
             103           57.77           7.002
             104          -34.16           6.317
             105          -19.96           6.793
             106           11.95           6.621
             107           70.34           7.304
             108          -40.01           5.533
             109         -0.4722           7.157
             110           32.68           6.847
             111           80.86           6.859
             112           -39.3           5.915
             113          -52.31           5.665
             114          0.2679            5.55
             115           40.58           7.118
             116          -66.11           5.862
             117          -21.68           5.404
             118           16.56            5.45
             119           64.43           7.253
             120          -51.95           5.668
             121          -19.74           5.596
             122           29.13           5.651
             123           80.63           7.217
             124          -36.85           5.394
             125          -6.301           5.619
             126           32.35            5.85
             127             124           8.727
APV               20              11               7               1
               0           147.9           37.91
               1          -27.66           33.42
               2          -17.46           31.36
               3          -23.89           30.77
               4          -196.4           11.02
               5          -79.98           7.878
               6          -16.48           9.033
               7           32.89           9.478
               8          -49.93           7.501
               9          -3.303           6.889
              10           24.68            6.26
              11           70.85           9.309
              12          -64.78           7.629
              13          -11.41           6.594
              14           41.69           7.875
              15            64.2           12.63
              16          -61.55           7.069
              17          -48.51           6.588
              18          -32.29           6.917
              19           42.34           8.727
              20          -73.43            7.07
              21          -18.01            6.64
              22           -4.25           6.801
              23           54.92           8.512
              24          -57.67           6.807
              25          -22.03           6.412
              26           8.441           6.711
              27           70.66           10.51
              28          -40.38           6.568
              29             -26           6.343
              30            15.2           6.791
              31           77.02           13.94
              32          -70.46           7.375
              33          -37.97           7.121
              34           4.689           7.313
              35           37.62           9.595
              36          -64.69           7.342
              37          -29.24           6.536
              38           18.89            7.63
              39              57           11.91
              40          -61.88           7.626
              41          -8.951           7.123
              42           23.29           7.952
              43            78.1           17.12
              44          -29.73           7.086
              45          -8.122           7.679
              46           10.53           7.874
              47           73.41           6.958
              48          -57.99           7.226
              49          -41.97           6.616
              50           -2.52            6.91
              51           48.09           8.702
              52          -69.49           6.762
              53           -23.5           6.354
              54           19.87           6.679
              55           52.58           9.615
              56          -47.94           6.652
              57          -16.95           6.323
              58           26.42           6.956
              59           72.54           15.88
              60          -30.95           6.354
              61          -21.73           6.146
              62           17.64            9.14
              63           73.49           7.089
              64          -69.52           7.554
              65          -28.12           13.18
              66           5.975           6.466
              67           57.62           7.566
              68          -58.87           7.318
              69          -20.52            6.22
              70           5.988           6.823
              71           58.43           15.16
              72          -37.12           7.469
              73         -0.6276           6.449
              74            7.03           6.842
              75           73.85           7.837
              76          -46.63           7.156
              77          -28.63           6.474
              78           26.98           6.792
              79           89.94           6.846
              80          -67.29           7.212
              81          -42.38           6.658
              82           2.788           5.935
              83           40.09           6.528
              84          -43.21           7.166
              85          -22.48           6.263
              86           11.88           5.788
              87           65.28           9.737
              88          -47.81           6.536
              89          -18.04           6.223
              90           23.31           5.802
              91           54.61           7.989
              92          -43.59           6.201
              93          -11.08           6.179
              94           14.79           5.864
              95           99.36           7.008
              96          -57.53           7.651
              97          -27.65           6.473
              98           8.939           6.898
              99           49.13              16
             100          -47.12           7.372
             101          -40.34           6.171
             102            16.5           6.836
             103           62.49            8.87
             104          -43.49           7.543
             105          -21.34           6.903
             106           40.23           6.906
             107           72.85           11.09
             108           -59.5           8.723
             109          -12.36           7.279
             110           18.92           7.245
             111           82.16           7.027
             112          -47.96           7.305
             113           -17.1            6.34
             114          -9.259           5.833
             115           45.29           6.466
             116          -56.77           6.668
             117          -18.86           5.935
             118           9.968           5.611
             119           65.94           11.37
             120          -54.95           6.435
             121          -19.79           6.036
             122           24.43            9.09
             123           75.52           10.89
             124          -46.97           12.09
             125          -26.64           5.978
             126           55.48           6.435
             127           152.1            7.16
APV               20              11               7               2
               0           139.4           34.89
               1           1.873           30.03
               2           -1.36           27.45
               3          -16.29           26.56
               4            -151           10.13
               5          -52.69           7.133
               6          -15.81           7.827
               7          -12.66           7.259
               8          -26.14           6.828
               9          -26.33            6.21
              10           15.71           6.821
              11           11.24           7.289
              12          -38.94           7.336
              13          -28.14           6.077
              14           41.65           6.731
              15           17.51           7.726
              16          -27.64           7.005
              17           -23.7           6.377
              18          -14.65             7.4
              19           30.91           6.654
              20          -35.62           6.997
              21          -26.72           6.224
              22          0.1418            7.98
              23           16.82           6.612
              24          -12.48           6.542
              25          -15.45           6.338
              26           23.99           6.463
              27           34.64           7.545
              28          -22.69           6.368
              29          -17.11           6.176
              30              13           6.502
              31           26.61           7.649
              32          -55.31           7.141
              33          -19.78           6.472
              34           7.757           6.542
              35            2.04            6.58
              36          -37.26           7.305
              37          -30.63           5.909
              38           11.14           6.787
              39           24.05           7.339
              40          -6.754           7.254
              41          -11.65           6.286
              42           30.61            7.06
              43           17.97           7.619
              44          -11.12           6.639
              45          -2.484            7.47
              46           20.18           6.726
              47           36.34           8.516
              48          -33.96           6.745
              49          -11.61           6.178
              50           2.546           6.205
              51           2.747           6.325
              52          -28.19           6.746
              53          -24.83           6.016
              54           4.508           7.279
              55           10.29           6.521
              56          -25.49           6.352
              57          -9.007            6.09
              58           34.88           6.538
              59           33.48           7.096
              60          -4.039           6.056
              61           -26.8           5.987
              62           19.12           6.228
              63           43.05           8.111
              64          -14.11           6.987
              65          -19.69           6.079
              66           26.37           6.833
              67           18.82            6.09
              68          -20.79           7.296
              69          -17.15           5.811
              70           25.67           6.529
              71          -6.833           6.554
              72           -32.4           7.071
              73          -19.14           5.794
              74           13.42           5.961
              75           23.16           7.204
              76          -22.34           6.178
              77          -37.99           6.309
              78           4.191           5.842
              79           35.53           8.154
              80          -41.66           6.858
              81          -20.94           6.496
              82          -2.459           8.423
              83           38.27           5.995
              84          -29.57           6.949
              85           -5.75           6.331
              86           32.97           5.593
              87           31.21           6.194
              88          -25.69           6.564
              89          -24.74           6.092
              90           13.41           5.541
              91           28.88            6.98
              92          -32.45           6.036
              93          -10.39           6.091
              94           26.02           5.525
              95           34.43           8.063
              96          -28.46           7.041
              97          -6.027           5.995
              98           1.997           6.678
              99           40.78           6.895
             100          -42.24           6.984
             101          -15.25           6.038
             102           16.34           6.309
             103           23.83           6.798
             104          -33.38           7.093
             105          -8.669               7
             106            23.9           6.143
             107           17.88           7.447
             108          -11.29           6.049
             109           4.678           7.347
             110           41.21            6.04
             111           70.41           8.684
             112          -26.91           6.655
             113          -14.21           6.378
             114           18.36           5.932
             115           19.81           5.944
             116          -37.26           6.655
             117          -8.093            6.25
             118           22.49           5.454
             119           27.51             6.2
             120          -11.27           6.597
             121          0.1398           5.984
             122           42.51           5.523
             123           39.45           7.361
             124          -12.08           6.112
             125          -2.201           5.958
             126           30.56           5.958
             127           68.02           8.853
APV               20              11               7               3
               0           126.2            35.4
               1          -42.58           30.93
               2          -5.668           29.17
               3          -1.384           28.09
               4          -209.3           10.84
               5          -81.83           7.597
               6           4.193           8.303
               7           37.28           8.313
               8          -67.65           7.486
               9          -48.68           6.808
              10           18.87           7.222
              11           53.37           8.256
              12          -46.18           8.162
              13          -25.82           6.659
              14           55.57           7.348
              15           74.09           8.503
              16          -20.67           7.837
              17          -35.57           6.988
              18          -3.259           7.877
              19            49.6           10.05
              20          -90.34           7.893
              21          -33.65           6.729
              22           13.89           6.481
              23            66.9           6.952
              24          -63.28           7.225
              25          -34.57           6.965
              26           31.69           6.624
              27           59.58           7.367
              28          -51.19           6.836
              29          -40.59            6.79
              30           44.33           6.602
              31           67.07           8.082
              32          -69.54           7.768
              33          -47.73           6.833
              34           6.554           7.038
              35           53.32           8.015
              36          -61.82           7.743
              37          -51.92           6.362
              38           24.23           6.837
              39           66.49           8.263
              40          -50.43           7.727
              41          -43.83            6.61
              42           32.24           7.624
              43           59.91           8.577
              44          -51.44           7.296
              45          -26.29           8.251
              46           39.67           7.244
              47           82.95           9.403
              48           -51.5           7.484
              49          -49.28           6.769
              50          -14.18            7.49
              51           33.35           8.024
              52          -80.72           7.463
              53          -44.67           6.856
              54           26.34           6.574
              55           59.27           6.698
              56          -64.97           6.977
              57          -37.87            6.82
              58           29.63           6.737
              59           67.62           7.603
              60          -30.68           6.765
              61          -21.21           6.754
              62           43.12           6.431
              63           50.62           8.739
              64           -60.3           7.851
              65          -29.07            7.12
              66           5.239           6.736
              67           66.55           7.928
              68          -67.34           7.846
              69          -33.41           6.464
              70           10.35           6.929
              71           54.85           7.853
              72          -42.73           7.811
              73          -39.24           6.501
              74           39.13           6.843
              75            50.7             8.2
              76          -33.75           7.169
              77         -0.5781           7.201
              78           46.82           6.981
              79           78.85            9.35
              80          -58.41            7.74
              81          -27.55           6.967
              82           11.31           6.497
              83           62.49           8.548
              84          -49.82           7.781
              85          -31.68           6.643
              86           12.45            6.09
              87           62.59           6.821
              88          -66.25            6.88
              89          -34.16           6.691
              90           37.03           6.018
              91           56.71            7.47
              92          -39.29           6.711
              93             -13           6.797
              94           71.88           6.181
              95            87.9           8.978
              96          -41.28           7.884
              97           -32.5           6.552
              98           2.101           7.199
              99           56.52            8.18
             100          -56.29            7.77
             101          -34.33           6.496
             102           37.51           6.899
             103            44.6           7.994
             104          -44.49           7.837
             105          -22.99           7.675
             106           34.88           6.994
             107           56.48           8.576
             108          -55.64           6.896
             109          -24.63           7.925
             110           68.12           7.606
             111           84.17           10.06
             112          -66.07           7.488
             113          -25.62           6.623
             114           15.83           6.289
             115           53.56           11.92
             116          -65.98           7.482
             117           -34.4           6.531
             118           34.12           5.957
             119           65.56           6.675
             120          -62.37           6.903
             121          -28.65           6.576
             122           48.04           6.083
             123           72.85           7.999
             124          -47.24           6.457
             125          -13.37           6.703
             126           67.05           6.677
             127            98.5              10
APV               20              11               7               4
               0           179.4           40.21
               1          -5.238           34.83
               2          -12.49            32.7
               3          -48.97           32.35
               4          -185.3           10.92
               5          -50.88           7.868
               6          -5.596           9.045
               7           1.504            7.25
               8          -38.22           6.407
               9           -10.8           6.359
              10           -11.8           6.646
              11           43.47           7.187
              12          -45.88           7.011
              13           -11.8           6.337
              14            11.4           6.605
              15           45.66           7.419
              16          -17.24           6.868
              17          -29.16            6.07
              18           13.46           9.589
              19            11.6           6.397
              20          -48.28            6.87
              21          -14.69           6.165
              22           7.563           6.836
              23           12.43           7.151
              24          -49.37           6.345
              25          -8.438           6.133
              26           20.21           6.282
              27            34.4           6.482
              28          -47.64           6.058
              29          -14.87           6.395
              30           13.99           6.151
              31           49.27            6.98
              32          -33.47            6.88
              33          -9.533           6.592
              34           10.08           6.614
              35           24.15           7.009
              36          -53.65           6.753
              37            -7.9           6.142
              38           5.939           7.053
              39           23.86           8.439
              40          -44.99           6.641
              41          -13.03           6.681
              42           15.56           7.362
              43           42.84           7.527
              44          -36.33           6.822
              45          -5.741           6.956
              46           37.28           6.628
              47           58.07           8.058
              48          -42.41           6.761
              49          -20.14           5.909
              50           -11.4           7.864
              51           21.56           6.106
              52          -38.91           6.536
              53          -6.278           6.052
              54           18.39           6.473
              55           20.74           7.188
              56          -42.03           6.194
              57           3.114           6.202
              58           15.84           6.243
              59           56.56           6.711
              60          -22.98           5.818
              61           2.919           6.682
              62           17.78           5.782
              63           69.16             7.6
              64          -41.18           6.577
              65          -12.23           6.154
              66           13.26           7.681
              67           23.24           6.927
              68          -58.04           6.618
              69          -6.118           5.835
              70          0.9803           7.022
              71           29.74           7.374
              72          -36.05           6.514
              73          -12.32           5.767
              74           26.32           6.689
              75           52.84           10.27
              76          -28.57           6.202
              77         -0.8834           5.936
              78           16.57           6.253
              79           66.06           9.113
              80          -30.21           6.798
              81           -28.1            6.03
              82           9.145           7.169
              83           35.33           6.206
              84          -41.58           6.784
              85          -6.676            6.22
              86           18.01           6.169
              87           17.78           6.538
              88             -37           6.063
              89          -16.04           6.255
              90           7.457           6.799
              91           45.39           12.01
              92          -7.187           5.913
              93          -16.32           7.243
              94           12.64           5.819
              95           74.54           8.013
              96           -57.2           6.566
              97          -32.52               6
              98           3.862           7.431
              99           22.65           7.546
             100           -44.4           6.499
             101          -11.87            5.89
             102           1.842           6.784
             103           33.35           7.382
             104          -41.35           6.728
             105          -10.08           6.391
             106            12.4           7.572
             107           43.07           12.42
             108          -20.75           6.198
             109           6.186            6.68
             110           25.24           6.708
             111           71.62           8.655
             112           -21.6           6.651
             113          -12.01           5.993
             114           15.66           6.746
             115           26.53           6.345
             116          -48.47           13.82
             117          -13.25           5.744
             118           -6.12           5.833
             119           44.13           6.342
             120          -34.63           6.119
             121          -33.12           6.192
             122           27.74           5.864
             123           47.12           11.75
             124          -24.68           5.731
             125          -14.26           7.856
             126           16.08           6.005
             127           105.3             8.6
APV               20              11               7               5
               0           197.8           42.95
               1          -67.54           37.03
               2          -27.01           34.24
               3           -24.1           34.38
               4          -200.3           11.91
               5          -131.4            8.65
               6         -0.6404           8.644
               7            12.4           7.291
               8          -69.98           8.798
               9             -31           5.883
              10           34.82           6.733
              11           23.39           7.148
              12          -80.04            5.42
              13          -14.95           5.706
              14           44.87           6.481
              15           71.39            7.64
              16          -20.55           7.198
              17          -73.72           7.219
              18           19.79           8.044
              19           33.28           6.119
              20          -79.15            6.15
              21          -53.01           6.602
              22           42.23           6.163
              23           34.64           5.984
              24          -52.11           11.15
              25          -36.64           6.386
              26           48.67            5.76
              27           32.65           6.347
              28          -51.13           7.274
              29          -17.03           6.148
              30           50.13           5.788
              31           68.75           7.156
              32          -52.21            7.79
              33          -87.71           6.359
              34           23.99            6.11
              35           44.54           6.968
              36          -53.11           8.091
              37          -47.05           6.632
              38           52.79           6.601
              39           44.18           7.085
              40          -56.54           8.435
              41          -23.37           6.137
              42           39.31           6.965
              43           48.83           7.505
              44          -69.33           6.533
              45          -6.752           6.791
              46           52.71           6.687
              47           63.56           8.255
              48          -40.04            7.84
              49          -74.26           7.023
              50           12.69           7.242
              51           36.21           5.862
              52          -60.48            7.51
              53          -52.31           6.824
              54            38.9           6.022
              55           38.63           5.913
              56           -49.5           7.542
              57          -26.08           6.129
              58           34.97           6.009
              59           61.24           6.626
              60          -38.09           6.966
              61          -14.15           6.328
              62           51.76           5.748
              63           90.55           7.916
              64          -48.81           7.544
              65          -75.18           7.269
              66           27.91           7.049
              67           38.45           6.684
              68          -75.27           6.314
              69          -73.24           7.012
              70           43.95           6.755
              71           30.33           6.853
              72          -51.63            8.09
              73          -13.69           5.665
              74           62.86           6.352
              75           57.81           7.209
              76          -53.35           7.504
              77         -0.2742           5.775
              78           47.37           6.188
              79            83.8           8.136
              80          -46.79           7.717
              81          -51.83           6.908
              82           39.48           6.588
              83           45.41           5.887
              84           -55.8           7.822
              85          -41.06           6.384
              86           38.12           5.861
              87           57.22           6.133
              88          -45.16           7.391
              89          -20.67           6.142
              90            48.2           5.581
              91           53.19           6.654
              92          -57.04           6.881
              93          -11.28           6.707
              94           40.29           5.476
              95           94.81             7.9
              96          -43.22           7.908
              97          -55.17            7.17
              98           35.27           7.004
              99           49.13           7.195
             100           -53.1           7.997
             101          -49.01            6.21
             102           32.73           6.455
             103           46.89           6.955
             104          -50.32           8.101
             105          -6.077             6.2
             106           52.53           6.564
             107           68.67           7.611
             108          -49.23           7.485
             109           20.06           6.431
             110           54.87           6.558
             111           112.2           8.844
             112          -46.26            7.36
             113          -66.54           7.179
             114           32.65           6.319
             115           19.59           5.688
             116          -73.21           6.934
             117          -25.89           5.611
             118           44.72           5.658
             119           26.81           5.864
             120          -57.96           7.184
             121          -22.63           5.872
             122           41.67           5.583
             123           65.91           7.031
             124          -43.08           6.942
             125           1.799            6.92
             126           51.03           6.196
             127           118.9            8.87
APV               20              11               7               6
               0           100.8           40.02
               1          -30.74           34.98
               2           12.43           32.69
               3          -5.624           32.83
               4          -230.7            11.1
               5          -66.97           7.862
               6          -17.09           8.354
               7           14.43           7.283
               8          -102.3           6.454
               9          -13.62           6.168
              10           38.39           6.661
              11           50.82           7.345
              12          -73.61            7.06
              13           14.92             6.1
              14           41.47           6.565
              15           55.04           7.495
              16          -104.2           6.394
              17          -59.68           6.043
              18            16.6           7.497
              19           39.98           5.998
              20          -92.02           6.451
              21          -34.76           6.133
              22          -2.634           6.078
              23           34.93           5.911
              24          -82.16           6.291
              25           3.053           6.144
              26           17.64           5.759
              27           57.38           6.538
              28          -49.65           6.051
              29           42.99           6.168
              30           36.67           5.981
              31              62           7.182
              32          -110.7           6.506
              33          -41.34           6.501
              34           22.48           6.228
              35            57.5           7.022
              36          -100.5           6.545
              37          -7.909           6.091
              38           42.61           6.663
              39           39.33           7.187
              40          -86.22           6.748
              41           15.46           6.253
              42           41.91           6.976
              43           73.19           7.596
              44           -56.1           6.617
              45           27.03           7.178
              46           24.55           6.613
              47           51.06           8.079
              48          -112.5           6.183
              49          -39.92           6.073
              50           5.268           7.009
              51           49.34           5.988
              52          -81.05           6.274
              53           -2.74           6.031
              54            3.48           5.869
              55           43.37           5.822
              56          -86.57           6.035
              57          -1.611           6.087
              58            41.4           5.908
              59           55.85           6.434
              60          -61.06           5.757
              61           23.09           6.277
              62           48.25           5.694
              63           75.23            7.59
              64          -97.88           6.391
              65          -50.24           6.284
              66           22.66           6.793
              67           53.12           7.046
              68          -85.32           6.575
              69          -12.57           5.928
              70           27.75           6.728
              71           47.01           7.067
              72          -88.54           6.821
              73           35.17           5.961
              74            34.5           6.479
              75           71.25           7.322
              76           -65.5            6.26
              77           13.79           6.158
              78           28.11            6.18
              79           66.24           7.942
              80          -88.28           6.281
              81          -15.96           6.105
              82            20.8           6.372
              83           36.29           5.891
              84          -87.74           6.667
              85          -6.208           6.045
              86           18.68           5.779
              87           48.54           6.066
              88          -92.07           6.171
              89           25.12           6.192
              90           49.44           5.611
              91           65.79           6.617
              92          -62.07           5.727
              93           17.68           6.579
              94           39.76           5.481
              95           68.51           7.535
              96          -101.4           6.417
              97          -31.78           6.011
              98            39.1           7.173
              99           43.36           7.495
             100          -81.96           6.679
             101           -3.12           5.999
             102           25.91           6.579
             103           52.03           7.188
             104          -72.77           7.234
             105           28.86            6.81
             106           59.53           6.629
             107           65.47           7.693
             108          -41.94           6.204
             109           36.43           6.921
             110           64.71           6.833
             111           74.49           7.358
             112          -87.55           6.326
             113           -15.8           6.012
             114           27.91           6.023
             115           33.86           5.759
             116          -74.81           6.223
             117           12.47           5.859
             118            10.9            5.52
             119           57.47           6.068
             120          -52.97            6.13
             121           12.35           6.009
             122           42.93           5.546
             123           68.97           6.828
             124          -40.49           5.746
             125           31.27           6.517
             126           46.21           5.958
             127           96.13           8.626
APV               20              11               7               7
               0           175.5           41.61
               1           -44.4           36.93
               2          -66.32           34.84
               3          -22.74           34.68
               4          -175.8           12.27
               5          -96.25           11.67
               6          -36.85           11.87
               7           37.32           11.18
               8          -37.25           9.195
               9          -66.34           10.25
              10           8.313           12.71
              11           71.18           13.53
              12          -61.86           8.791
