#Wed Oct 12 08:42:33 2022
# Copy file into sbs-onl@sbsvtp3:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0           125.1           37.11
               1          -34.91           33.01
               2          -25.33           31.11
               3          -3.894           30.64
               4          -199.6           9.946
               5          -88.55           8.526
               6          -20.05           9.538
               7            36.8           8.787
               8          -68.02           6.072
               9          -15.05           7.711
              10          0.6758           8.123
              11           58.52           8.635
              12           -42.6           6.939
              13          -18.84           7.718
              14            31.3           7.977
              15            71.4           8.932
              16          -48.04           6.036
              17          -56.85           7.644
              18           7.007           7.152
              19           51.15           7.363
              20          -80.33           6.171
              21           -29.9           7.952
              22           5.326           6.591
              23           52.72           7.413
              24          -52.02           7.146
              25          -18.09           8.717
              26           21.34           6.762
              27           61.87           7.768
              28          -36.27           6.533
              29          -10.75           7.978
              30           25.13           6.944
              31           88.78            8.52
              32          -38.79           6.288
              33          -42.56           7.749
              34          -7.253            7.87
              35           41.82           8.682
              36          -55.16           6.218
              37          -38.99           7.755
              38            9.03           8.049
              39           69.74           8.783
              40          -41.38           7.298
              41          -38.27           8.318
              42           21.37           8.615
              43              79           8.815
              44           -36.5           7.022
              45           9.109           7.822
              46            39.2           8.003
              47           72.65           8.094
              48          -65.38           6.296
              49          -41.45           7.948
              50          -7.379            6.73
              51           33.74           7.117
              52          -59.62               6
              53          -37.33           7.784
              54           1.326           6.562
              55           63.74           7.305
              56          -53.16           6.068
              57          -8.861           8.107
              58           8.586           6.969
              59           81.74           8.083
              60          -35.17             8.5
              61           5.135           8.969
              62           31.35           6.624
              63            73.2           8.438
              64          -67.44            6.23
              65          -27.15           6.222
              66           11.64           8.146
              67           59.97           8.433
              68          -68.29           6.405
              69          -42.86           6.047
              70           6.715           7.879
              71           49.95            7.87
              72          -71.16           6.343
              73          -29.75           6.361
              74           10.81           7.554
              75           78.85           8.194
              76          -34.84           5.891
              77           5.557           6.907
              78           38.33           7.295
              79           81.18           8.232
              80          -41.97           6.201
              81          -33.97           6.126
              82           17.26           6.154
              83           36.35           8.421
              84          -53.76           6.271
              85          -50.63           5.847
              86           1.734           6.043
              87           38.45           8.485
              88          -39.72           6.081
              89           -31.3            6.12
              90           18.88            6.35
              91           57.68           8.304
              92           -39.6           5.855
              93           -16.3           6.115
              94           40.59            6.42
              95           89.59           8.175
              96           -56.4           6.371
              97          -39.84           6.015
              98           14.47           7.975
              99           60.74           8.101
             100          -47.93           6.374
             101             -16           6.199
             102           16.93           7.573
             103           56.63           8.247
             104          -34.21            6.47
             105           -21.1           7.592
             106           13.56           7.753
             107           68.89           8.251
             108          -41.36           5.784
             109         -0.8434           8.001
             110           34.47           7.903
             111           79.38           7.967
             112          -38.58           6.151
             113          -53.58           6.005
             114           1.409           6.143
             115           39.64           8.653
             116          -66.32           5.996
             117          -22.57           5.826
             118           18.35           6.191
             119           64.06           8.275
             120          -52.53           5.871
             121          -20.09            6.17
             122           31.62            6.49
             123           79.49           8.316
             124           -38.2            5.71
             125          -6.298           6.079
             126           34.38           6.849
             127           126.3           9.907
APV               20              11               7               1
               0           147.7           38.36
               1           -25.6           33.68
               2          -19.25           31.49
               3          -25.86           31.02
               4          -195.6           11.23
               5           -78.8           8.258
               6          -18.22            8.74
               7           32.31           9.903
               8          -48.65           7.587
               9          -1.674           7.287
              10           23.41           7.117
              11           72.85           13.81
              12             -64           7.827
              13          -10.39           7.053
              14           41.17           7.632
              15           69.03           12.32
              16          -58.78           7.427
              17          -47.08           6.911
              18          -35.11            6.61
              19           40.08           7.166
              20          -72.51           7.443
              21          -16.68           6.975
              22          -6.189           6.463
              23           53.45           7.287
              24          -56.23           7.118
              25          -20.34           6.924
              26           8.176            6.41
              27           71.49           9.749
              28          -39.62           6.871
              29          -23.99           6.755
              30           14.14           6.612
              31           80.22           10.84
              32          -68.84            7.52
              33           -36.6           7.339
              34           2.529           7.074
              35           35.25           8.027
              36          -63.21           7.591
              37          -28.34           6.807
              38           17.35           7.296
              39           56.79           12.35
              40          -60.93            7.67
              41          -7.358           7.426
              42           22.28           7.859
              43           80.45           15.25
              44          -29.01           7.368
              45          -6.212           8.316
              46           8.942           7.719
              47              74           7.956
              48          -55.73           7.449
              49           -40.7           6.945
              50          -5.326           6.551
              51           45.82             6.9
              52          -68.56           7.059
              53          -21.88            6.81
              54           18.69            6.38
              55           52.09           9.282
              56           -46.9           6.906
              57          -15.22            6.78
              58           25.65            6.69
              59           73.74           13.71
              60          -29.93           6.699
              61          -20.36           6.686
              62           16.67           8.915
              63           74.03           8.117
              64          -68.42           7.561
