#Mon Aug 21 17:42:24 2023
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0           126.3           37.05
               1          -34.05           33.22
               2          -26.25           31.11
               3          -5.596           30.67
               4          -200.5           10.01
               5           -86.9           8.234
               6          -20.59           9.526
               7           35.58           8.961
               8          -67.95           6.277
               9          -13.85           7.272
              10          -1.129           8.062
              11           58.06           8.829
              12          -40.85           7.202
              13          -18.41           7.113
              14           29.47           8.036
              15           64.79           7.343
              16          -48.37           6.289
              17          -55.24           7.577
              18            6.12           6.949
              19            49.5            7.26
              20          -81.32           6.325
              21          -28.56           7.434
              22           4.438           6.447
              23           51.82           7.493
              24          -50.79           6.654
              25          -16.82           8.237
              26           19.48           6.606
              27           61.44            8.21
              28           -34.8           6.823
              29          -10.55           7.408
              30            22.9           6.879
              31            88.8            8.89
              32          -38.71           6.466
              33          -40.19           7.405
              34           -8.07           7.737
              35           40.56           8.624
              36          -55.83           6.422
              37          -37.29           7.227
              38           7.969           7.932
              39           69.06           8.745
              40          -39.97           6.969
              41          -36.82           7.889
              42            19.6           8.455
              43           72.28           7.516
              44          -35.38           7.262
              45           9.444           7.458
              46           37.29           7.792
              47           72.01           7.548
              48           -65.6           6.215
              49          -39.81           7.407
              50           -8.27           6.516
              51           32.44           7.195
              52          -60.76           6.312
              53          -35.68           7.263
              54          0.2858           6.476
              55           63.26           7.554
              56          -52.37           6.302
              57          -7.969            7.58
              58           6.636           6.764
              59           80.08           7.827
              60          -32.79           8.091
              61           5.423           8.536
              62           29.63           6.456
              63           72.48           7.929
              64           -67.2           6.294
              65          -24.14           6.231
              66           11.52           8.168
              67           57.52           6.844
              68          -66.98           6.385
              69          -40.83           5.899
              70           5.715           7.788
              71           48.96           7.292
              72          -68.04           6.331
              73          -28.77           6.506
              74           8.785           7.642
              75           78.04           7.546
              76          -30.79           5.818
              77           5.604            6.88
              78           36.27            7.35
              79           80.68           7.657
              80          -40.78           6.376
              81          -31.37           6.077
              82           17.04            5.99
              83           37.35           6.854
              84          -52.04           6.517
              85          -48.52           5.915
              86          0.9187           5.969
              87           37.41            7.82
              88          -36.83           6.066
              89          -30.45           5.948
              90           16.91           6.142
              91           57.17           7.719
              92          -36.05           5.788
              93          -16.34           6.009
              94           38.79           6.385
              95           89.21           7.689
              96          -55.42           6.463
              97          -37.64           5.957
              98            14.1           7.995
              99           62.34           8.789
             100          -45.61           6.588
             101          -13.69           6.347
             102           15.97           7.802
             103            55.7           7.445
             104          -31.42           6.552
             105          -20.63           7.559
             106           11.76           7.615
             107           68.08           7.755
             108          -37.37           5.791
             109         -0.7206           8.003
             110           32.78           7.863
             111           78.43           7.633
             112          -37.77           6.276
             113          -51.86           5.894
             114           1.089           5.993
             115           39.32           7.699
             116          -64.18           6.079
             117          -20.94           5.765
             118           16.92           5.983
             119           63.16           7.729
             120          -49.87           5.926
             121          -19.99           6.032
             122           29.46           6.363
             123           79.07           7.628
             124           -34.4           5.749
             125          -6.738           5.935
             126           32.74           6.788
             127           119.8            7.44
APV               20              11               7               1
               0           146.6           38.35
               1          -27.41           34.01
               2          -18.86           31.73
               3          -25.14           31.27
               4          -198.5           11.28
               5          -79.15           8.882
               6          -18.22           9.102
               7           31.23           11.39
               8          -50.38           8.085
               9          -1.264           8.346
              10           23.74           9.254
              11           72.83           13.69
              12          -65.32           8.348
              13          -9.632           8.229
              14           41.21           7.877
              15           69.77           13.68
              16          -60.27           7.563
              17          -47.51           7.325
              18           -34.3           7.303
              19           40.49           7.721
              20          -75.18            7.53
              21          -16.52           7.591
              22          -5.704           7.033
              23           53.34           7.634
              24          -58.19           7.418
              25          -19.81           7.734
              26           8.384            6.86
              27           71.61           10.74
              28          -40.77           7.118
              29          -23.85           7.807
              30           13.97           6.995
              31           81.24           11.44
              32          -70.65           7.656
              33          -37.16           7.916
              34           3.094           7.775
              35           35.61           8.469
              36          -65.64           7.813
              37          -28.27           7.604
              38           17.72           7.848
              39           56.29           13.31
              40          -63.24           8.107
              41          -7.063           8.558
              42            22.8           8.231
              43           79.83           15.69
              44          -30.17           7.856
              45          -5.758           9.216
              46           9.199           7.967
              47           74.28           9.504
              48          -57.54           7.679
              49          -40.75           7.476
              50          -4.299            7.19
              51           46.58           7.423
              52           -70.5           7.192
              53          -21.43           7.499
              54           19.35           6.874
              55            51.2           9.432
              56          -48.34           7.209
              57          -14.44           7.537
              58           26.35           7.165
              59           75.52           13.92
              60          -30.31           7.065
              61          -19.67           7.769
              62           16.82            9.98
              63           74.43           9.611
              64          -71.11           7.896
              65          -29.04           7.031
              66           5.476           6.973
              67            57.2            7.87
              68          -60.34           7.409
              69          -20.83           6.533
              70           5.628           7.292
              71            57.3              11
              72          -36.88           7.548
              73         -0.7344           6.734
              74           5.585           9.474
              75           76.66           10.85
              76          -47.07           7.111
              77          -28.78           6.682
              78           25.39            7.05
              79           97.45           12.07
              80           -67.1           7.381
              81          -42.54            6.72
              82           3.201           6.413
              83           39.58            6.94
              84          -43.81           7.436
              85          -23.18           6.699
              86           11.63           6.302
              87           64.86           9.831
              88          -47.59           6.695
              89          -18.25           6.754
              90           22.31           6.102
              91            57.8           8.364
              92          -43.15           6.315
              93          -10.43            6.78
              94           13.26           6.236
              95           100.8           9.482
              96          -57.87           7.952
              97          -27.94           6.644
              98           8.559           7.325
              99           48.32           17.58
             100          -47.75           7.488
             101          -40.91           6.435
             102           16.08           7.191
             103           62.95           11.18
             104          -43.69           7.704
             105          -21.08           7.411
             106           39.02           7.285
             107           76.37           9.691
             108          -60.43            6.64
             109          -11.71           7.781
             110           16.74           7.512
             111           82.86            9.44
             112          -48.26           7.503
             113          -16.96           6.686
             114          -9.024           6.209
             115           46.09           6.953
             116          -56.67            6.93
             117          -19.38           6.474
             118           9.591           6.055
             119           69.81           9.159
             120          -54.94           6.726
             121          -19.46           6.642
             122           23.01            10.4
             123           77.68           12.38
             124          -48.19           6.304
             125           -26.6           6.629
             126           54.66           6.859
             127             154           9.545
APV               20              11               7               2
               0           143.1           35.17
               1           5.859           30.46
               2         -0.8409           27.82
               3          -20.83           26.88
               4          -147.5           10.45
               5          -48.52           7.992
               6          -17.23           8.235
               7          -18.92            7.27
               8          -23.08           7.279
               9          -24.09           7.349
              10           13.35           6.897
              11           6.616           7.639
              12          -36.26           7.929
              13          -27.77           7.797
              14           37.61           6.819
              15           14.04           7.875
              16          -22.69             7.3
              17          -19.12           6.859
              18          -15.47           7.763
              19           26.17           6.811
              20          -31.84           7.391
              21          -22.82            7.08
              22          -1.046            6.79
              23           11.57           6.685
              24          -9.282           6.908
              25          -12.98           7.215
              26            21.9           6.518
              27           30.33           15.22
              28          -19.84           7.316
              29          -17.07           8.007
              30           8.619            6.57
              31           23.61            7.71
              32          -50.92           7.333
              33          -15.49           7.208
              34           6.896           6.657
              35          -3.772           6.881
              36          -34.02           7.602
              37          -27.56           7.145
              38           9.321            6.92
              39           18.59           7.494
              40          -4.239           7.655
              41          -10.19           7.571
              42           27.89           7.408
              43           13.34           7.977
              44          -7.905           7.266
              45          -2.951           9.089
              46           15.74           6.787
              47           32.37           8.776
              48          -29.56           7.075
              49          -7.179           6.641
              50           2.524           6.391
              51          -2.429           6.428
              52          -25.24           7.047
              53          -20.93           7.165
              54           2.593           6.488
              55           4.631           6.456
              56          -22.88           6.793
              57          -7.844           7.353
              58           31.63           6.623
              59           28.83           7.346
              60         -0.5729           6.682
              61           -27.9           7.846
              62           14.08           6.373
              63           39.55           8.439
              64          -9.238           7.264
              65           -15.1           6.253
              66           27.27           7.773
              67           14.51           6.643
              68          -16.94           7.401
              69          -12.78           6.039
              70           25.08           7.137
              71          -11.65           6.798
              72          -29.11           7.213
              73          -16.51           5.993
              74           11.73           6.588
              75           19.58           7.451
              76          -18.06           6.453
              77          -37.22           6.477
              78          0.5695           6.169
              79            32.2           8.375
              80          -37.26           6.968
              81          -15.93           6.584
              82          -3.364           9.044
              83            33.9           6.276
              84          -25.68             7.2
              85          -1.373           6.567
              86           32.67           5.897
              87           27.17            6.48
              88          -21.89           6.681
              89          -22.05           6.297
              90           11.41           5.788
              91           25.73           7.319
              92          -28.23           6.275
              93          -9.106            6.25
              94           22.47           5.705
              95           31.13            8.29
