#Tue Jan 24 11:37:07 2023
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0           127.5           36.64
               1          -34.47           32.69
               2          -25.68           30.88
               3          -4.466           30.29
               4          -199.3           9.856
               5          -88.19           8.446
               6          -19.91            9.03
               7           36.77           8.201
               8          -67.74           6.009
               9          -14.97           9.442
              10          0.7451           7.516
              11           58.17           8.064
              12          -42.21            6.62
              13          -18.49           6.735
              14           31.45           7.466
              15           71.66            8.36
              16          -47.71           5.929
              17          -56.35           6.638
              18           7.337           6.643
              19           51.07           6.741
              20          -80.08               6
              21          -29.68           6.975
              22           5.691           6.041
              23            52.8           6.775
              24          -50.99            6.13
              25          -17.33           7.547
              26           21.26           6.105
              27           61.68           7.271
              28          -36.48           6.106
              29          -10.11           7.025
              30           25.36           6.292
              31           88.55           7.863
              32          -38.88           6.189
              33          -41.73           6.789
              34          -7.026            7.25
              35              42            8.04
              36          -55.01           6.134
              37          -38.42           6.602
              38           8.822           7.449
              39           69.28           8.196
              40           -40.4           6.348
              41          -37.39           7.147
              42            21.4           7.976
              43           79.05           8.246
              44          -35.84             6.4
              45           9.099           6.966
              46           39.27           7.344
              47           73.68           6.992
              48          -65.28           6.166
              49          -40.84           6.878
              50           -7.14            6.24
              51           33.73           6.528
              52          -59.69           5.946
              53          -36.46           6.769
              54           1.536            5.92
              55           63.43           6.791
              56           -52.7           5.774
              57          -8.362           7.044
              58            8.81           6.244
              59           82.55           7.086
              60          -33.84           7.296
              61           5.618           7.808
              62           31.66           5.987
              63           74.13           7.285
              64          -67.14           6.119
              65          -27.77            7.53
              66              10           7.562
              67              59            7.64
              68          -68.59           6.121
              69          -43.45           7.876
              70           4.941           7.364
              71            50.9           6.787
              72          -70.56           6.221
              73          -30.53            8.34
              74           8.941           6.945
              75           79.89           7.067
              76          -34.59           5.699
              77           4.433           6.419
              78           37.05           6.822
              79           82.15           7.196
              80          -41.67           6.097
              81          -34.49           5.858
              82           15.58            5.73
              83           37.81           6.268
              84          -53.89           6.178
              85          -50.71           5.643
              86           0.578           5.605
              87           39.34           7.443
              88          -40.06           5.872
              89          -31.67           5.708
              90           17.51           5.625
              91           58.78           7.367
              92          -39.75           5.608
              93          -16.79           5.759
              94           39.22           5.838
              95           90.37           7.176
              96          -56.13           6.177
              97          -40.28           5.611
              98           12.65           7.505
              99           62.56           8.005
             100           -48.1           6.224
             101           -16.5           5.967
             102           15.42           7.149
             103            57.9           7.079
