#Fri Sep  9 21:31:18 2022
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               25              11               2               0
               0           100.8            33.3
               1           -35.6           26.86
               2           9.369           26.79
               3           20.95           22.73
               4          -200.9            16.3
               5          -90.85           8.933
               6          -1.306           14.11
               7           38.83           11.71
               8          -93.41           11.47
               9          -57.54            9.44
              10           23.64           10.41
              11           85.03           9.808
              12          -80.07           13.07
              13          -43.26           8.518
              14           22.48           9.616
              15           90.82           10.48
              16          -57.54           16.44
              17          -85.08           9.054
              18           21.86           18.07
              19           50.87           7.257
              20          -86.52           13.02
              21          -51.45           8.024
              22           28.78           16.03
              23           85.76           8.042
              24          -72.42           9.926
              25          -36.53           8.157
              26           12.88           7.303
              27           93.15           9.421
              28          -81.59           14.57
              29           -50.8           7.206
              30           59.34           6.976
              31           84.37           10.93
              32          -43.48            15.2
              33          -54.31           8.607
              34           30.72           15.49
              35           56.29           8.875
              36          -80.02           15.58
              37          -55.31           8.693
              38           32.37           11.08
              39           74.87           11.22
              40          -83.04           10.25
              41           -28.7           10.93
              42           51.49           10.92
              43           75.59           10.17
              44          -66.11           11.62
              45          -17.65           10.89
              46           32.62           9.309
              47            97.3           15.91
              48          -56.82           17.48
              49          -62.51           7.009
              50           6.367           18.24
              51           58.05           6.985
              52           -82.6           13.98
              53          -60.16           14.49
              54           28.03           7.275
              55           67.78           16.08
              56          -80.21           8.737
              57          -21.95           16.34
              58           29.69           6.979
              59           82.16            8.64
              60          -68.45              15
              61          -17.94           17.47
              62           54.85           6.849
              63           87.15           11.82
              64          -73.88           16.45
              65          -63.45           10.52
              66         -0.1243           14.44
              67           58.21           10.06
              68          -75.89           15.98
              69          -54.17           10.65
              70           31.94           11.52
              71           69.92           7.825
              72          -77.56           10.05
              73          -35.51           11.67
              74           50.23           10.04
              75           74.49           10.25
              76          -68.58           13.34
              77          -15.98           12.14
              78           40.05            9.54
              79           107.5           14.31
              80          -54.49           15.95
              81          -46.75           7.605
              82           15.41           17.77
              83           45.33           18.16
              84          -80.91           18.22
              85          -38.39            16.7
              86           25.54           18.22
              87           73.47           7.465
              88          -51.66           9.303
              89          -35.05           8.201
              90           49.14           7.766
              91           84.69           9.966
              92          -69.58           10.13
              93          -2.825           15.23
              94           64.54             6.9
              95           98.64           17.19
              96          -83.89           16.63
              97          -56.16           7.204
              98           24.16           15.12
              99           70.61           12.55
             100          -91.62           13.83
             101          -27.49           9.727
             102           35.01           11.64
             103           74.66           9.399
             104          -88.64           9.428
             105          -24.08           10.06
             106           36.68           9.832
             107           106.9           10.58
             108          -57.96           10.63
             109          -6.705            13.5
             110           59.78           10.87
             111           119.3           17.02
             112          -79.73           13.86
             113          -48.76           8.185
             114           33.25           16.68
             115           63.47            18.2
             116          -84.01           10.91
             117           -6.83           7.818
             118           47.46           7.205
             119           78.58           8.609
             120          -69.34           9.922
             121          -26.41           7.594
             122           57.32           7.291
             123           95.26           9.734
             124          -57.68           19.67
             125          -5.339           17.85
             126            58.6            18.7
             127           119.3           19.78
APV               25              11               2               1
               0           135.8           36.49
               1           12.47           26.42
               2          -28.54           30.05
               3          -14.23           22.89
               4          -141.1           11.03
               5          -68.62           8.424
               6          -24.72           18.66
               7           33.96           8.055
               8          -44.49           7.934
               9          -26.47               7
              10           5.776           19.99
              11           52.68           8.073
              12          -31.05           9.408
              13          -24.15           6.678
              14           17.31           8.463
              15           50.87           8.913
              16          -19.23           11.08
              17          -41.46            7.03
              18          -12.59           20.93
              19           34.84           21.51
              20          -53.66            22.2
              21           -35.3           6.079
              22          -5.653           9.642
              23           65.93           7.035
              24          -33.11           7.709
              25          -17.85           7.441
              26         -0.4802           11.47
              27           44.46           7.741
              28          -16.21           6.914
              29          -25.62           7.114
              30            23.2           8.149
              31           46.91           7.805
              32          -16.99           9.305
              33          -14.64           7.795
              34          -8.319           19.05
              35           30.25           8.373
              36          -30.97             8.9
              37          -38.43           6.671
              38          -13.61           19.24
              39           33.49           7.661
              40          -48.11           7.602
              41          -31.05           7.919
              42           8.955           19.38
              43           59.64            8.28
              44           -33.8           7.298
              45          -13.42           9.172
              46           26.28           19.38
              47           81.95           8.586
              48          -5.509            9.31
              49          -23.09           6.695
              50          -40.39           11.45
              51           35.54           7.774
              52          -23.76           7.877
              53          -29.71           6.591
              54           0.456           10.62
              55           39.21           7.112
              56           -34.1           7.245
              57           -34.7           6.568
              58           14.66           11.11
              59           43.99            7.66
              60          -46.56           6.693
              61          -30.62           20.28
              62           32.08           7.322
              63           99.23           8.336
              64          -24.28           8.936
              65          -37.27           8.953
              66           -15.8           12.42
              67           53.94           9.465
              68          -19.99           8.747
              69          -27.82           7.106
              70           10.14           18.83
              71           63.98           7.298
              72           -37.6            8.84
              73          -20.91           8.252
              74           9.328           20.57
              75           51.96           8.485
              76          -29.94            7.91
              77          -31.02           12.11
              78           25.68           8.428
              79           68.99           9.541
              80          -24.38           8.401
              81          -28.76           6.973
              82          -21.03           9.538
              83           35.96            7.03
              84          -34.04           7.483
              85          -45.62           6.426
              86          -13.87           10.38
              87           42.04           7.075
              88          -20.61           7.165
              89          -33.71           6.807
              90           7.673           10.52
              91           71.96           8.087
              92          -41.45           8.804
              93          -19.43           20.31
              94           36.54           7.622
              95           93.34            8.44
              96          -20.42           8.211
              97          -25.83           6.876
              98         -0.7476           18.01
              99           31.45           8.192
             100          -28.63           8.262
             101          -33.78           6.801
             102           5.052            19.2
             103           47.59           7.616
             104          -53.12           8.014
             105          -28.59           7.741
             106           17.23           19.85
             107           56.05           8.404
             108          -34.53           7.437
             109          -21.99           20.63
             110           38.11           21.53
             111            96.8           9.102
             112          -17.21           8.204
             113          -30.36           7.133
             114          -11.82           12.06
             115           42.37           8.279
             116          -27.41           8.074
             117          -33.36           6.415
             118          -2.322            10.6
             119           44.91           7.118
             120          -30.59           7.454
             121          -36.13           7.175
             122           19.38            9.11
             123           62.32           8.501
             124          -50.82           8.169
             125          -38.02           20.79
             126           35.51            7.46
             127           137.8           11.87
APV               25              11               2               2
               0           65.36           36.06
               1           -18.8           26.07
               2            9.98           30.22
               3           3.542           21.61
               4          -177.9           10.86
               5          -86.95           14.71
               6          -5.441           15.92
               7           31.98           10.47
               8          -71.85           12.44
               9          -21.21           14.44
              10           33.43           10.03
              11           39.38           9.188
              12          -67.77              13
              13          0.7047           8.665
              14           26.63           9.366
              15           46.67           9.155
              16          -75.11           14.61
              17          -52.41           9.259
              18           17.78           22.36
              19           55.07           7.687
              20          -68.97           9.124
              21          -66.38           21.82
              22           35.23           23.05
              23           39.62           7.261
              24          -63.07           9.326
              25          -30.52           21.76
              26           29.81           7.691
              27           43.68           8.861
              28          -54.09           8.482
              29           -15.2           8.748
              30            70.4           8.432
              31           49.42           9.284
              32           -62.9           11.81
              33          -45.71           9.633
              34           29.62           16.89
              35            6.63           11.52
              36          -67.49           11.67
              37          -47.67           13.21
              38           22.12           12.34
              39           44.38           10.69
              40          -51.94           12.11
              41          -24.79            14.4
              42           48.16            10.6
              43           51.74           9.358
              44          -59.77            8.78
              45          0.8261           11.54
              46           45.59            9.02
              47           86.07           11.71
              48          -46.85            11.3
              49          -31.96           9.198
              50           21.74           21.83
              51            46.4           23.88
              52          -62.41           23.46
              53          -30.21           24.85
              54           26.88           7.252
              55            35.6           23.75
              56          -59.28            22.9
              57          -34.23           23.03
              58           42.13           7.452
              59           61.16            8.25
              60          -51.15           8.962
              61          -4.253           21.04
              62           58.83           7.588
              63           107.6            23.7
              64          -62.86            9.46
              65          -47.66            12.9
              66           26.37              15
              67           44.46           11.74
              68           -62.1           15.42
              69          -31.26            14.2
              70           56.22            11.3
              71           50.92           10.72
              72          -58.12           14.62
              73          -12.63           15.07
              74           47.49           10.03
              75           69.61           9.614
              76          -53.63           10.94
              77          -12.68            14.4
              78            68.4           9.041
              79           83.36           15.11
              80          -64.32           10.25
              81          -50.76           21.22
              82          -1.563           9.294
              83           39.69           7.781
              84          -70.66           21.64
              85          -47.48           23.22
              86           24.94           7.366
              87           61.79            7.55
              88          -63.92            21.9
              89          -30.88           22.55
              90           48.38           7.215
              91           58.72            8.25
              92          -39.37            22.3
              93             -20           22.64
              94           60.33           6.881
              95           82.76           23.48
              96           -50.8           8.566
              97          -20.26           13.08
              98           21.56           14.31
              99           54.26           9.805
             100          -73.84           15.16
             101          -39.46           13.89
             102           11.64           10.42
             103           44.79           8.817
             104           -59.2            14.1
             105          -40.26            11.7
             106           34.88           9.686
             107           60.82           9.621
             108           -52.1           12.56
             109          -2.275           22.17
             110           47.58           8.156
             111           109.7           16.52
             112          -64.46           9.757
             113          -51.18           22.25
             114           25.48           22.74
             115           67.32           7.234
             116          -61.53           22.89
             117          -37.68            23.9
             118           23.65           6.938
             119           43.74           7.568
             120           -76.8           21.91
             121          -20.77            8.41
             122           51.85           8.271
             123           57.18           9.431
             124          -35.74           21.89
             125          -20.17           22.97
             126           43.07           6.608
             127           137.7           23.82
APV               25              11               2               3
               0           134.3           37.73
               1           9.438            25.7
               2          -5.284           30.49
               3           2.985           22.09
               4          -158.2           12.39
               5          -32.71           13.34
               6          -28.35           17.85
               7           7.947           13.75
               8          -65.13           21.57
               9          -28.78           8.223
              10          -14.21           22.45
              11             3.4           10.16
              12          -42.58            23.2
              13           -10.3           7.698
              14           27.04           10.02
              15           53.98           13.29
              16          -10.61           22.82
              17          -27.19           8.855
              18          -31.11           23.62
              19           11.35           7.911
              20          -48.14           10.57
              21          -32.96           9.765
              22          -19.48           21.47
              23            45.2           8.513
              24          -53.15           11.54
              25           7.335           9.091
              26             9.2           11.11
              27            54.3           11.02
              28          -43.91            13.8
              29           -8.87           9.084
              30          -14.35           8.947
              31           66.57           10.25
              32          -28.25           21.99
              33          -34.55           8.411
              34          -14.28           22.93
              35           19.61           8.581
              36          -66.53           22.51
              37          -7.382           7.995
              38           4.549           14.41
              39           46.38           10.57
              40          -31.81            11.2
              41            31.3            11.3
              42           14.69           11.84
              43           42.82           10.58
              44          -48.04           21.82
              45           2.565           9.105
              46           13.21           11.22
              47           79.36           10.38
              48          -18.57           22.84
              49          -23.91           8.688
              50          -4.725           23.69
              51           32.21           7.438
              52          -37.61           10.83
              53          -18.59           9.271
              54          -8.872           22.38
              55           43.63           8.054
              56          -48.91              12
              57          -5.007           8.542
              58           15.58            9.37
              59           42.18           10.63
              60          -28.79           14.28
              61          -13.46           9.958
              62           21.75           22.92
              63           86.09           9.043
              64          -21.48           13.49
              65          -23.86           12.35
              66           -20.8            22.1
              67           12.45           9.549
              68          -39.21           10.96
              69          -10.14           8.473
              70          -11.25           13.19
              71           36.84           10.83
              72          -31.43           22.37
              73           8.634            9.61
              74           12.88           10.66
              75           67.05           10.16
              76          -22.45           22.56
              77          -9.185           11.86
              78           22.79           11.91
              79           96.22           10.67
              80          -39.96           10.71
              81          -36.07            10.9
              82          -1.812           22.49
              83           42.35           7.928
              84          -32.91           10.97
              85          -6.675           8.455
              86           8.088            8.89
              87           36.91           9.847
              88          -41.94            14.2
              89          -17.06           9.167
              90          -10.14           11.26
              91           69.29           10.42
              92          -37.61           13.73
              93          -18.96           21.66
              94           4.622           7.659
              95            78.4           10.25
              96          -33.67           10.13
              97          -1.448           11.03
              98          -14.16           20.13
              99           36.37           13.47
             100           -60.3           20.47
             101          -26.25           7.421
             102          -2.957           11.29
             103           48.54           11.52
