#Wed Nov  8 19:43:54 2023
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0           125.7           37.01
               1          -35.12           32.98
               2          -27.55           30.95
               3          -5.625           30.37
               4          -199.4           9.978
               5          -87.76           8.031
               6          -21.84           9.074
               7           35.49           8.542
               8          -68.02           6.167
               9          -14.28           7.238
              10           -1.68           7.589
              11           57.81            8.45
              12           -42.6           6.697
              13           -18.3           6.833
              14           29.58           7.492
              15           66.05           7.135
              16          -47.95           6.228
              17          -56.24           7.264
              18           4.513           6.639
              19           49.25           6.971
              20          -80.99           6.233
              21          -29.22           7.064
              22           3.391           6.109
              23           51.38           7.147
              24          -51.23            6.37
              25          -17.24           7.946
              26           19.28           6.219
              27           61.37           7.776
              28          -36.56           6.033
              29          -10.51           7.034
              30           23.29           6.436
              31              89           8.408
              32          -38.44           6.401
              33          -41.32            7.21
              34          -9.135           7.318
              35           40.03           8.237
              36          -55.66           6.394
              37          -38.25           6.997
              38           6.673           7.665
              39           68.52           8.434
              40          -40.58           6.684
              41          -37.16           7.635
              42           19.58           8.068
              43           79.02           8.694
              44          -36.16           6.033
              45           9.561            6.78
              46            37.4           7.538
              47           73.33           7.169
              48          -65.37           6.209
              49          -40.92           7.207
              50          -9.818           6.228
              51           31.91           6.877
              52          -60.39           6.246
              53          -36.74           6.925
              54         -0.9373           6.006
              55           62.62           7.213
              56           -53.5           5.874
              57          -8.005           7.133
              58           6.544           6.315
              59           82.44            7.32
              60          -34.05           7.613
              61           5.573           8.221
              62           29.75           6.126
              63           74.23           7.532
              64          -66.95           6.263
              65          -24.86           6.133
              66           10.96            7.74
              67           58.15           8.621
              68          -67.18           6.296
              69          -41.35            5.95
              70           5.359           7.385
              71           50.61            7.05
              72          -69.13           6.272
              73           -28.6           6.294
              74           8.976           7.133
              75           79.58           7.336
              76          -32.61           5.729
              77           6.328           6.508
              78           36.54           6.923
              79           81.86           7.431
              80           -41.1           6.317
              81          -32.01           5.942
              82            16.6           5.736
              83           37.88           6.428
              84          -52.36           6.396
              85          -48.76           5.756
              86           0.866           5.656
              87           39.25           7.622
              88          -38.18           6.018
              89           -30.3            5.79
              90           17.16           5.762
              91           58.26           7.507
              92           -37.8           5.737
              93           -15.9           5.734
              94           38.99           5.933
              95           90.68           7.379
              96          -55.14           6.408
              97          -37.87           5.681
              98           13.47           7.646
              99           62.93           8.232
             100          -46.16           6.405
             101          -14.19           5.917
             102           15.52           7.393
             103           57.35           7.328
             104          -32.47           6.466
             105          -20.33           7.496
             106            11.9           7.346
             107           69.54           7.581
             108          -38.75            5.64
             109         -0.3409           7.561
             110           33.14           7.349
             111           80.87           7.196
             112          -37.43           6.181
             113          -52.05           5.751
             114          0.5234           5.678
             115           40.41           7.481
             116          -64.47           5.998
             117          -21.01           5.597
             118           16.57           5.599
             119           64.44           7.518
             120          -51.14           5.837
             121          -19.69           5.751
             122           29.52           5.926
             123           80.37           7.468
             124          -36.07           5.531
             125          -6.353           5.666
             126           33.04           6.299
             127           128.7           9.636
APV               20              11               7               1
               0           146.6           38.18
               1          -28.29           33.62
               2          -20.15           31.56
               3          -24.19              31
               4          -197.2           11.07
               5          -80.35           8.036
               6          -19.43           8.775
               7           33.18           11.55
               8          -50.56            7.32
               9          -2.959           7.331
              10           24.43           9.279
              11           72.51            13.5
              12           -66.3           7.631
              13          -11.69           6.781
              14           41.11           7.492
              15           69.63           13.35
              16          -60.17           7.208
              17          -48.48           6.623
              18          -35.77           6.831
              19           40.87           7.172
              20          -74.76           7.153
              21          -18.15           6.702
              22           -6.98           6.587
              23           54.07           7.237
              24          -58.81           6.798
              25          -21.59           6.604
              26           7.271           6.514
              27           72.82           10.13
              28          -42.08           6.612
              29          -26.04           6.488
              30           13.91           6.654
              31           80.73           10.73
              32          -70.19           7.328
              33          -38.16           6.969
              34            1.83            7.16
              35           36.34           8.043
              36          -65.32            7.31
              37          -29.42           6.521
              38           16.65           7.282
              39           57.74           13.11
              40          -63.54           7.401
              41          -8.861           6.947
              42           21.95           7.805
              43           80.92           15.42
              44          -30.88           7.157
              45          -8.014           8.122
              46           9.355           7.642
              47           75.47           9.596
              48          -57.36           7.223
              49          -42.32           6.506
              50          -5.923           6.744
              51           46.77           7.004
              52          -70.46           6.833
              53          -23.02            6.41
              54           17.97           6.473
              55           53.33           8.947
              56          -48.65           6.761
              57          -16.68           6.424
              58           25.28           6.797
              59           75.13           13.76
              60          -31.84           6.475
              61          -22.11           6.472
              62           17.76           9.614
              63           75.67           9.724
              64          -69.83           7.377
              65           -28.8            7.07
              66           5.675           6.766
              67           59.14           7.699
              68          -59.14           7.074
              69          -21.52           6.667
              70           6.105           7.108
              71           59.27           10.55
              72          -36.55           7.276
              73         -0.7418           6.858
              74           6.419           9.503
              75           76.76           10.59
              76          -47.03           7.079
              77          -29.12           6.543
              78           26.31            6.81
              79           98.44           11.92
              80          -65.99           7.023
              81           -42.9           6.663
              82           3.087           6.208
              83           41.59           6.711
              84          -42.59             7.1
              85          -23.24            6.63
              86           11.79           6.127
              87           66.21           9.471
              88          -47.59           6.638
              89          -18.65           6.658
              90           23.21           5.972
              91           57.93           8.141
              92          -43.69           6.297
              93          -11.18             6.6
              94           14.63           6.071
              95             102           9.604
              96          -56.95           7.578
              97          -28.21           6.568
              98           8.742           7.212
              99           50.16           17.33
             100          -46.29           7.272
             101          -41.34           6.357
             102           16.24           7.076
             103           64.75           11.07
             104          -43.56           7.437
             105          -21.63           7.614
             106           39.82           7.099
             107           76.25            9.34
             108          -60.83           6.559
             109          -12.17           7.696
             110           18.27           7.181
             111           84.06           9.574
             112          -47.06           7.154
             113           -17.6           6.593
             114          -9.099           6.157
             115           47.57           6.715
             116          -56.09           6.753
             117          -19.52           6.343
             118           9.761           5.914
             119           70.76           8.968
             120          -55.02           6.594
             121          -20.06           6.424
             122           24.03           9.834
             123           77.84           9.275
             124          -48.89           6.146
             125          -26.96           6.278
             126           56.08            6.59
             127             155            9.71
APV               20              11               7               2
               0           142.5           35.12
               1           4.605           30.22
               2          -1.943           27.81
               3          -19.94           26.82
               4          -146.3           10.35
               5          -50.22           7.434
               6          -17.79           8.122
               7          -17.57           7.212
               8          -22.44           6.993
               9          -25.55           6.709
              10           13.66           6.823
              11           7.787           7.387
              12          -36.72           7.554
              13          -28.94           6.764
              14           38.47           6.678
              15           14.62           7.802
              16          -22.54           7.168
              17          -20.65           6.631
              18          -17.04           7.221
              19           26.91           6.592
              20          -31.06            7.11
              21          -24.68           6.532
              22           -1.76           6.527
              23           12.77           6.547
              24          -8.744           6.628
              25          -14.79           6.662
              26           21.94           6.349
              27           32.04           12.98
              28          -20.05           6.795
              29          -18.18           6.876
              30           9.111           6.458
              31           24.17           7.728
              32          -50.61           7.296
              33          -16.55           6.692
              34            6.12            6.54
              35          -2.631           6.689
              36          -32.99           7.385
              37          -29.01           6.306
              38           9.358           6.854
              39           20.14           7.375
              40          -3.517           7.301
              41          -11.67           6.602
              42           28.08           7.219
              43           14.18           7.748
              44          -8.493           6.843
              45          -3.679           8.341
              46           16.51            6.76
              47           32.98           8.617
              48          -28.81           6.879
              49          -9.082           6.404
              50           2.459           6.117
              51          -1.569           6.253
              52          -24.15           6.846
              53          -22.84           6.339
              54           1.998           6.297
              55           5.401           6.416
              56          -22.36           6.516
              57          -9.363           6.546
              58           32.09           6.424
              59           29.62            7.17
              60          -1.601           6.249
              61          -29.09           6.738
              62           15.12           6.117
              63            40.4            8.26
              64          -8.655           7.064
              65          -16.79           6.413
              66           27.07           7.045
              67           15.85           6.383
              68          -15.67           7.308
              69          -14.73           5.986
              70           25.57           6.753
              71          -10.74           6.721
              72          -28.64           7.191
              73          -18.01           5.958
              74           12.12           6.307
              75           20.16           7.312
              76          -19.04           6.442
              77          -37.93           6.514
              78           1.899           6.007
              79           33.09           8.246
              80          -36.69           6.998
              81          -17.83           6.426
              82          -3.168           9.038
              83           35.33           6.123
              84          -24.78           7.128
              85          -3.033           6.326
              86           32.71            5.83
              87           28.51           6.374
              88          -21.85           6.567
              89           -23.6           6.166
              90           12.04            5.68
              91           26.31           7.143
