#Mon Jan 31 19:16:36 2022
# Copy file into sbs-onl@sbsvtp3:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0           127.1           37.03
               1          -33.67           33.07
               2          -27.71           30.63
               3          -5.629           30.14
               4          -199.8           9.754
               5          -87.12           9.359
               6          -22.04           8.679
               7           34.36            7.93
               8          -67.82           5.844
               9          -13.26           12.29
              10         -0.5706           7.122
              11            55.3           7.636
              12          -41.72           6.558
              13          -17.09           7.044
              14           30.37           7.101
              15           69.25           7.731
              16          -48.45           5.895
              17          -55.62           6.815
              18           3.421           6.618
              19           48.96           6.717
              20          -80.57           5.939
              21          -28.67           7.026
              22           2.772           5.913
              23           49.71            6.35
              24          -51.15           6.285
              25          -16.87           7.699
              26           19.44            5.94
              27           58.02           6.881
              28          -35.76           5.844
              29          -9.474           7.143
              30           23.93           6.031
              31           85.95           7.272
              32          -39.47           6.276
              33          -40.94           6.794
              34           -9.34           6.913
              35           40.05           7.714
              36          -55.72           6.048
              37          -37.38           6.589
              38           6.571           7.101
              39           66.85           7.757
              40          -40.85           6.436
              41          -36.05           7.211
              42            20.7           7.599
              43           76.33           7.886
              44           -35.6           6.151
              45           10.52           7.462
              46           38.35           7.041
              47           76.94           8.268
              48          -65.35           5.849
              49          -40.19           6.778
              50          -10.58           6.252
              51           31.45            6.41
              52          -60.33           5.867
              53          -35.94           6.954
              54         -0.8867           5.814
              55            60.1           6.319
              56          -52.59           5.689
              57          -7.612           7.177
              58            7.67           6.053
              59           84.28           7.056
              60          -33.08           6.441
              61            6.11           7.647
              62           30.38           5.961
              63           74.65           7.224
              64          -67.16            6.24
              65          -25.93           9.264
              66           11.21            7.24
              67           58.59            7.27
              68          -67.74           6.083
              69          -41.36           10.05
              70            6.11            7.03
              71           51.62           7.433
              72          -69.42           6.144
              73          -28.46           10.61
              74           9.879           6.795
              75           79.65           7.266
              76          -33.37           5.797
              77           6.252           6.293
              78            36.8           6.486
              79           82.35           7.317
              80          -41.71           6.103
              81          -32.92           5.816
              82           15.99             5.7
              83           37.31           6.033
              84          -53.36           6.089
              85          -49.15           5.681
              86          0.5983           5.506
              87           39.07           7.148
              88          -39.12           5.927
              89          -30.66           5.747
              90           17.04           5.452
              91           58.27           7.511
              92          -38.61           5.583
              93          -16.03           5.792
              94           38.71           5.591
              95           90.13            7.33
              96           -55.9            6.21
              97          -38.77           5.746
              98            13.8            7.24
              99           62.24           7.796
             100          -46.91           6.254
             101          -14.86           6.055
             102           15.87           6.787
             103           57.55           7.301
             104          -33.38           6.492
             105          -19.76           11.36
             106           12.32           6.814
             107            70.1           7.413
             108          -39.61           5.631
             109         -0.6815           7.223
             110           32.76           6.945
             111            80.5           7.167
             112          -38.59            6.02
             113          -52.28           5.655
