#Tue Jan 10 21:02:57 2023
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0           124.7           36.95
               1          -35.52           32.66
               2          -24.82           30.93
               3          -3.258           30.29
               4          -200.7           9.879
               5           -87.9           6.871
               6          -19.38           8.733
               7           37.56           8.104
               8          -68.05           6.013
               9          -14.41           5.552
              10          0.8742            7.31
              11           58.96           7.903
              12          -41.63           6.566
              13          -18.22           5.432
              14           31.67            7.31
              15           71.39            8.03
              16          -49.54           6.015
              17          -56.31           5.639
              18           8.417           6.518
              19           52.04           6.464
              20          -81.41           6.167
              21          -29.02           5.886
              22            6.48           5.823
              23           53.38           6.535
              24          -50.73           5.044
              25          -17.04           6.412
              26           21.75           5.909
              27           62.23           7.038
              28          -35.02           5.905
              29          -10.18           5.949
              30           25.89           6.061
              31           88.34           7.588
              32          -41.03           6.296
              33          -41.95           5.891
              34          -6.276           6.989
              35           42.74           7.695
              36           -56.1           6.212
              37          -38.24           5.604
              38           9.569           7.253
              39            70.1           7.873
              40          -40.65           5.355
              41          -37.66           6.054
              42           22.22           7.761
              43           79.39           8.017
              44           -34.8           6.102
              45           9.783           5.485
              46           39.56           7.116
              47           72.11           5.839
              48          -67.15           6.231
              49          -40.98           5.811
              50          -6.354           6.035
              51           34.63            6.34
              52          -60.28           6.017
              53           -36.4           5.668
              54           2.031           5.706
              55           64.28           6.533
              56          -52.13           5.727
              57          -7.944           5.871
              58           9.139               6
              59           81.62           5.996
              60          -33.92           6.012
              61           5.842           6.586
              62           31.98           5.867
              63            72.9           6.096
              64           -69.2           6.185
              65          -27.25           5.682
              66           10.36           7.265
              67           59.27            7.37
              68          -69.53           6.083
              69          -42.22           5.497
              70           5.156           7.055
              71            50.1           5.793
              72          -71.18            6.28
              73          -29.67           5.683
              74           9.128           6.703
              75           78.64            6.02
              76          -34.58            5.65
              77           5.114           6.276
              78            37.1           6.602
              79           80.67           6.128
              80          -43.68           6.204
              81           -33.4           5.759
              82           16.25           5.532
              83           37.74           5.917
              84          -54.91           6.069
              85          -49.56            5.42
              86          0.6594           5.267
              87           38.45           6.433
              88          -39.87           5.892
              89          -30.97           5.531
              90            17.4           5.389
              91           57.24           6.315
              92          -39.19           5.551
              93          -16.29           5.622
              94           39.85           5.538
              95           89.07           6.122
              96             -58            6.26
              97          -39.26           5.508
              98           13.08            7.26
              99           62.71           7.751
             100          -48.78           6.131
             101          -14.99           5.649
             102           15.44           6.964
             103           56.67           5.989
             104          -34.24           6.474
             105          -20.98           6.936
             106           12.02           6.827
             107           68.51           6.212
             108          -40.68           5.462
             109          -1.199           7.329
             110           33.58           6.943
             111           78.84             5.9
             112          -40.46            6.09
             113          -52.85           5.518
             114          0.4569           5.392
             115           40.43           6.285
             116          -66.93           5.879
             117          -21.92           5.325
             118            16.9           5.333
             119           63.93            6.26
             120          -52.43            5.78
             121          -20.12           5.428
             122           29.85           5.454
             123           78.92           6.214
             124          -37.55           5.419
             125          -6.925           5.514
             126           33.82             5.8
             127           125.4            8.98
APV               20              11               7               1
               0           147.1            38.2
               1          -26.17           33.46
               2          -19.46           31.64
               3          -24.75           30.96
               4          -196.8           11.02
               5           -78.2           7.719
               6          -17.53           8.699
               7           32.12           9.426
               8          -49.64           7.199
               9           -1.05           6.612
              10           24.32           6.457
              11           72.96           13.31
              12          -64.22           7.558
              13          -9.618            6.39
              14            41.8            7.39
              15           69.28           12.16
              16          -60.79           7.122
              17          -46.49           6.549
              18          -34.41           6.543
              19           40.84           6.961
              20          -73.69           7.121
              21          -15.49           6.519
              22          -4.967           6.368
              23           54.12           7.012
              24           -57.2            6.76
              25          -19.33           6.387
              26           9.092           6.285
              27           71.31           9.769
              28          -39.71            6.48
              29          -23.73           6.304
              30           14.52           6.436
              31           79.94           10.63
              32          -70.69           7.259
              33          -36.12           6.838
              34           3.448           7.014
              35           36.07           7.818
              36           -64.7           7.267
              37          -27.05           6.299
              38           18.03           7.198
              39           56.82           12.04
              40          -61.74           7.369
              41          -6.789           6.691
              42           23.31           7.697
              43              80           15.04
              44           -28.7           7.017
              45          -6.033           7.896
              46           10.03           7.448
              47           73.56           7.283
              48          -57.52           7.181
              49          -39.81           6.489
              50          -4.362           6.419
              51            46.9            6.63
              52          -69.46           6.779
              53          -20.51           6.327
              54           19.71           6.217
              55           52.35           9.148
              56          -46.97           6.618
              57          -14.46           6.185
              58           26.44           6.618
              59           74.62           13.54
              60           -29.3           6.307
              61          -20.02           6.207
              62           17.15           8.813
              63           73.61           7.541
              64          -70.39           7.299
              65          -29.72           6.885
              66           4.493           6.455
              67           56.51           7.509
              68           -59.2            7.12
              69          -21.86           6.219
              70           5.402           6.885
              71           56.64           10.95
              72          -37.08           7.342
              73          -1.969           6.345
              74            6.37           7.002
              75           76.57           7.836
              76          -47.07           7.033
              77          -30.29           6.469
              78           25.19           6.634
              79           95.92           8.366
              80          -66.86           7.053
              81          -43.01            6.38
              82           2.525            5.95
              83           39.43           6.428
              84          -43.05           7.125
              85          -24.08           6.369
              86           11.36           5.784
              87           64.89           9.444
              88          -47.72           6.597
              89          -19.67           6.294
              90           22.09           5.773
              91            56.6           7.747
              92          -44.01           6.186
              93          -12.03           6.288
              94            13.1           5.772
              95            99.8           7.375
              96          -57.84           7.525
              97             -29           6.444
              98           7.914           7.008
              99           48.73           16.07
             100          -47.06           7.231
             101          -41.88           6.242
             102           15.67           6.808
             103           63.77           8.963
             104          -43.36           7.544
             105          -22.87           7.115
             106            38.8           6.914
             107           75.05           9.232
             108          -61.05           6.534
             109          -13.16           7.398
             110           17.01           6.988
             111           82.06           7.343
             112           -47.8           7.135
             113          -18.31           6.406
             114           -9.59            5.92
             115           45.67           6.388
             116          -56.47           6.704
             117          -20.45           6.072
             118           9.064           5.609
             119           69.48           9.063
             120          -54.93           6.516
             121          -21.01           6.155
             122           24.06           8.853
             123            76.8           10.24
             124          -48.76           6.003
             125           -27.6           6.046
             126           54.14            6.42
             127           152.7            7.47
APV               20              11               7               2
               0           142.6            35.1
               1           5.636            30.1
               2         -0.7368           27.69
               3          -19.95            26.8
               4          -146.7           10.28
               5          -49.83           7.376
               6          -16.28           8.048
               7           -18.5            7.27
               8          -21.58           7.116
               9          -25.37           6.426
              10           14.74           6.786
              11           6.231           7.458
              12          -35.58           7.547
              13          -28.43           6.374
              14           38.94            6.67
              15           13.53           7.773
              16          -23.18           7.159
              17          -20.04           6.536
              18          -14.96           6.753
              19           26.53           6.543
              20             -31           7.067
              21          -23.98             6.4
              22         -0.5107           8.103
              23           11.95           6.549
              24          -7.886           6.684
              25          -13.96           6.461
              26           23.12           6.134
              27           30.09           7.687
              28          -19.01           6.423
              29           -17.3           6.377
              30              10            6.34
              31           22.72           7.627
              32          -51.35           7.229
              33          -16.12           6.657
              34           7.724           6.601
              35          -3.476           6.686
              36          -32.77           7.359
              37          -28.79           6.081
              38           10.38            6.86
              39            18.7             7.3
              40          -2.376           7.355
              41          -11.29           6.513
              42           29.25           7.165
              43           12.96           7.708
              44          -7.339           6.732
              45          -3.187           7.827
              46           16.82           6.638
              47           32.02           8.527
              48          -29.62            6.83
              49          -8.397           6.338
              50           2.319           6.066
              51          -1.702           6.188
              52          -23.57           6.792
              53          -22.57             6.2
              54           4.052           7.443
              55           4.681           6.373
              56          -21.38           6.496
              57          -8.788           6.146
              58           33.15           6.276
              59            28.8           7.165
              60         -0.3846           6.189
              61          -27.71           6.136
              62           15.29            6.02
              63           39.09           8.279
              64          -9.388           7.085
              65          -16.47           6.166
              66           26.95           6.624
              67           14.26           6.288
              68          -15.86           7.345
              69          -14.43           5.908
              70           25.29           6.442
              71          -12.17           6.649
              72           -27.9           7.075
              73          -17.72           5.867
              74           11.53           6.062
              75           18.86           7.348
              76          -18.52           6.429
              77          -37.91           6.348
              78          0.9197           5.884
              79           31.75           8.274
              80          -37.28           6.917
              81          -17.31           6.328
              82          -2.162           8.654
              83           34.02            6.13
              84          -24.36           6.982
              85           -2.65           6.245
              86           32.64           5.714
              87           26.73           6.301
              88           -20.9           6.473
              89          -23.23           6.131
              90           11.71           5.554
              91           24.78           7.115
              92           -28.5           6.108
              93          -9.631           6.134
              94           22.65            5.63
              95           30.32           8.102
              96          -23.43           7.135
              97          -2.424           6.036
              98           2.071           6.713
              99              36            7.02
             100             -38           7.117
             101           -13.2           5.993
             102           15.41           6.283
             103           18.92           6.815
             104          -28.84           7.174
             105          -7.443           7.008
             106           21.85            6.23
             107            13.5           7.674
             108          -7.768           6.233
             109           5.496           7.398
             110           37.63            6.07
             111           66.97           8.856
             112          -22.64           6.652
             113          -10.54           6.212
             114            18.7           5.875
             115              15           6.055
             116           -32.3           6.759
             117          -5.187            6.01
             118           21.74           5.552
             119            23.1           6.339
             120          -6.009           6.489
             121            2.18           5.882
             122           41.01           5.645
             123           35.31           7.413
             124          -7.879           6.064
             125          -1.708            5.93
             126           27.08           6.037
             127           64.33           9.156
APV               20              11               7               3
               0           130.7            35.4
               1           -38.6           30.99
               2          -2.719           29.31
               3          -3.977           28.28
               4          -204.5           10.85
               5          -78.87           7.731
               6           5.124           8.172
               7           32.51            8.34
               8          -63.31           7.581
               9          -46.95           6.919
              10           18.49           7.217
              11            48.2           8.248
              12             -42           8.111
              13          -24.15           6.701
              14           53.83           7.353
              15           68.88           8.593
              16          -15.38           7.867
              17          -31.26           7.086
              18         -0.2796           7.118
              19           46.18           8.652
              20          -85.13           7.817
              21          -29.96            6.89
              22           15.41           6.398
              23           62.49           6.991
              24          -58.51            7.31
              25          -31.83           6.956
              26           32.11           6.312
              27           54.98            7.38
              28          -46.74           7.053
              29          -37.98           6.764
              30           42.19           6.475
              31           62.43           8.103
              32          -65.23           7.703
              33          -44.65           6.797
              34           8.829           6.762
              35           49.88            8.08
              36          -56.01           7.757
              37           -49.5           6.479
              38           25.23           6.746
              39           61.32            8.34
              40          -46.05           7.839
              41          -41.97           6.739
              42           31.79           7.658
              43           54.22           8.641
              44          -47.58           7.317
              45          -24.53           8.359
              46           37.11           7.286
              47           78.38           9.452
              48          -46.27           7.425
              49          -45.59           6.838
              50          -12.35           6.797
              51           28.98           6.961
              52          -75.79           7.546
              53          -41.81           6.764
              54           27.64           6.351
              55           54.27           6.736
              56          -60.17           7.074
              57          -35.07            6.78
              58           29.81           6.581
              59           62.12           7.614
              60          -26.28           6.771
              61          -18.67           6.609
              62           40.65           6.371
              63            46.1           8.853
              64          -55.54           7.658
              65          -27.05           6.809
              66           5.123           6.672
              67           62.03           8.057
              68          -62.69           7.629
              69          -31.97           6.532
              70           8.305           6.912
              71           48.68           8.045
              72          -39.31           7.837
              73          -38.93            6.51
              74           36.43           6.889
              75           44.74           8.352
              76          -30.84           7.058
              77         -0.4663            7.25
              78           42.56           6.926
              79           74.01           9.417
              80          -53.44           7.533
              81          -24.85           6.812
              82           11.32           6.407
              83           56.67           8.146
              84           -44.8            7.73
              85          -30.24           6.773
              86           10.76           6.072
              87           56.72            6.79
              88          -62.87           7.052
              89          -33.57           6.739
              90           34.45           6.047
              91           51.04           7.638
              92          -36.39           6.792
              93          -12.89           6.779
              94           68.07            6.13
              95           83.99           9.095
              96          -35.44           7.685
              97          -30.38           6.612
              98           1.233           7.234
              99           51.11           8.268
             100          -52.16           7.614
             101          -33.41           6.548
             102           35.79           6.904
             103           38.11           7.991
             104          -41.03           7.803
             105          -22.38           7.842
             106           31.46           6.973
             107           50.56           8.708
             108          -53.46           6.764
             109          -25.17           7.994
             110           63.95           7.725
             111           79.74           10.04
             112          -61.03           7.239
             113          -23.09           6.695
             114           15.73           6.275
             115           48.74           11.63
             116          -61.52           7.493
             117          -32.73           6.594
             118           32.66           5.952
             119           59.61           6.874
             120          -59.21           7.021
             121          -28.08           6.555
             122           45.35           6.099
             123           67.95           8.005
             124          -44.94           6.538
             125          -13.27           6.545
             126           62.38           6.678
             127           94.26           10.25
APV               20              11               7               4
               0           177.3            40.4
