#Sat Jan 22 14:47:49 2022
# Copy file into sbs-onl@sbsvtp3:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0           126.2           36.71
               1          -34.92           32.54
               2          -27.64           30.54
               3          -6.378           29.98
               4            -200           9.716
               5          -87.48           7.093
               6          -21.68           8.511
               7           34.49           7.758
               8          -67.35           5.934
               9           -13.9           5.825
              10          0.1536            6.96
              11           55.42           7.571
              12          -41.23           6.592
              13           -17.2           5.767
              14           30.86           6.878
              15           69.25           7.631
              16           -48.7           5.866
              17          -55.63            5.93
              18           4.272           6.415
              19           49.02           6.457
              20          -80.32             5.9
              21           -29.1           6.126
              22            3.49            5.68
              23           49.93            6.31
              24          -51.43           5.337
              25          -17.23           6.676
              26           20.27           5.685
              27            58.6           6.862
              28          -35.07           6.024
              29          -9.474           6.311
              30           24.43           5.903
              31           86.17           7.221
              32          -39.42           6.115
              33          -41.28           6.099
              34          -8.875            6.68
              35           40.23           7.548
              36          -55.69           6.135
              37          -37.52           5.899
              38           7.621           6.968
              39           66.75           7.665
              40          -40.84           5.691
              41           -36.4           6.329
              42           20.54           7.353
              43           76.48           7.746
              44          -34.89           6.257
              45           10.25           5.888
              46            38.6           6.818
              47           76.83            8.13
              48          -65.25           5.905
              49          -40.39           5.806
              50          -9.602           6.062
              51           31.35           6.139
              52          -60.02           5.945
              53          -36.15           6.105
              54         -0.3926           5.605
              55           60.25           6.298
              56          -52.15           5.749
              57          -7.864           6.213
              58           7.801           5.818
              59           84.25           6.887
              60          -33.09           5.636
              61           5.969           6.669
              62           30.68           5.697
              63           74.46           6.139
              64          -67.32           6.104
              65          -26.18           5.682
              66           11.36           6.899
              67           58.46           7.108
              68          -67.87           6.005
              69          -41.81           5.393
              70           6.017           6.832
              71           51.62           7.227
              72          -69.65           5.953
              73          -28.76           5.709
              74           9.833           6.576
              75           79.66           6.328
              76          -33.76           5.723
              77           5.889           6.146
              78            36.9            6.28
              79           82.16           6.421
              80          -41.93           6.098
              81          -32.94           5.717
              82           16.23           5.446
              83            37.2           5.861
              84          -53.79           6.036
              85          -49.41           5.428
              86          0.8993           5.268
              87           38.72           6.371
              88          -39.31           5.766
              89          -30.35           5.582
              90           17.08            5.34
              91            58.2           6.686
              92          -38.25           5.474
              93          -15.59           5.642
              94           38.68           5.425
              95           90.21           6.393
              96          -55.88           6.151
              97          -38.87            5.42
              98           13.92           7.062
              99           62.37           7.564
             100          -47.22           6.056
             101          -14.84           5.653
             102           15.97           6.697
             103           57.32           6.369
             104          -33.95           6.303
             105          -20.27           6.699
             106           12.38           6.587
             107           69.83           6.556
             108          -39.47           5.476
             109         -0.4176           6.987
             110           33.05           6.753
             111           80.43           6.162
             112          -38.72           5.988
             113          -52.27           5.431
             114          0.4156           5.398
             115           40.21           6.587
             116          -65.62           5.813
             117          -21.71           5.361
             118           16.92           5.287
             119           63.88           6.642
             120          -51.67           5.539
             121           -19.7           5.548
             122           29.42           5.492
             123           79.94           6.522
             124          -36.56           5.358
             125          -6.491            5.52
             126           32.48           5.721
             127           124.1           8.679
APV               20              11               7               1
               0           147.3            37.9
               1          -27.83           33.27
               2          -16.57           31.23
               3          -24.54           30.78
               4          -195.8           10.91
               5          -80.01           7.751
               6          -16.63           8.614
               7           32.61           9.391
               8           -49.3           7.257
               9          -3.127           6.579
              10           24.56           6.343
              11           70.86           8.773
              12           -64.7           7.312
              13          -11.18           6.274
              14           41.82           7.469
              15           63.49           11.97
              16          -60.99           6.969
              17          -48.37           6.397
              18          -32.02           6.583
              19           41.76           6.987
              20          -72.56           7.009
              21          -18.49           6.429
              22          -4.493           6.432
              23           54.67           7.115
              24          -56.95           6.724
              25          -21.53           6.361
              26           9.091            6.47
              27           70.46           10.07
              28          -40.38           6.451
              29          -25.38           6.204
              30           15.01           6.448
              31           77.16           11.16
              32           -70.1           7.082
              33          -38.38           6.823
              34           4.865           6.985
              35           37.49           7.974
              36          -63.92           7.246
              37          -29.33           6.273
              38           18.51           7.311
              39           56.56           11.98
              40          -61.42           7.355
              41          -8.774           6.855
              42           23.34           7.758
              43           77.11           13.81
              44          -30.04           6.967
              45          -7.294           7.595
              46           10.76            7.56
              47           73.16           6.974
              48          -57.48           6.998
              49          -42.29           6.308
              50           -2.37           6.642
              51           47.44           6.795
              52          -68.89           6.679
              53          -23.59           6.166
              54           19.47           6.299
              55            52.2           9.329
              56          -47.65           6.532
              57          -16.41           6.051
              58           26.52           6.683
              59           72.32           12.42
              60           -31.2           6.191
              61          -20.93            6.04
              62           18.06           9.062
              63           73.15           7.134
              64          -69.46           7.348
              65          -28.63           7.056
              66           5.868           6.352
              67           57.73           7.357
              68          -59.27           7.041
              69          -20.46            6.17
              70           6.418           6.774
              71           58.77           15.04
              72          -37.03           7.317
              73         -0.6113           6.381
              74           6.985           6.872
              75           73.34           7.876
              76          -46.97            7.04
              77          -29.13           6.417
              78           27.12           6.685
              79            89.7           6.875
              80          -66.93           7.132
              81          -42.35           6.419
              82           2.775           5.858
              83           39.96           6.448
              84          -43.33            6.96
              85          -22.36           6.204
              86           11.67           5.684
              87           64.55           9.735
              88          -47.89           6.413
              89          -17.99           6.144
              90           23.34           5.725
              91           54.37           7.822
              92          -43.84            6.12
              93          -11.01           6.216
              94           14.78           5.753
              95           99.12           7.047
              96          -57.22           7.506
              97          -27.84           6.409
              98           9.064            6.75
              99           49.14           15.91
             100          -47.08           7.228
             101          -40.03           6.063
             102           16.72           6.786
             103           62.23           8.919
             104          -43.44           7.455
             105          -20.99           6.967
             106           40.44           6.831
             107           72.73           9.799
             108          -60.03           6.405
             109          -12.35           7.291
             110           18.85           7.018
             111           81.61           6.993
             112          -47.71             7.1
             113          -17.32           6.223
             114          -9.067           5.816
             115           45.11           6.325
             116          -56.52           6.592
             117          -18.79           5.971
             118           10.18           5.606
             119           65.73           11.34
             120          -54.94           6.447
             121          -19.76           5.953
             122           24.65           9.187
             123           75.69           10.91
             124          -47.54             5.9
             125          -26.52           5.846
             126           55.75           6.392
             127           151.6           7.126
APV               20              11               7               2
               0           138.7           34.88
               1           1.766            29.9
               2          -1.036           27.38
               3          -17.22           26.55
               4          -150.9           10.19
               5          -52.56           7.083
               6          -15.98           7.844
               7          -13.23           7.161
               8          -26.13           6.889
               9          -26.58           6.154
              10            15.6           6.763
              11           11.04           7.334
              12          -38.97           7.348
              13          -28.52           5.956
              14           40.84           6.488
              15           17.19           7.793
              16          -27.57           6.998
