#Thu Aug 25 15:59:08 2022
# Copy file into sbs-onl@sbsvtp3:~/cfg/pedestals for online pedestal subtraction
# format = crate, slot, mpd, adc_ch, CM min, CM max
          20          11           7           0         416         498
          20          11           7           1         446         589
          20          11           7           2         517         621
          20          11           7           3         481         666
          20          11           7           4         404         550
          20          11           7           5         225         334
          20          11           7           6         518         608
          20          11           7           7         403         537
          20          11           7           8         386         542
          20          11           7           9         494         606
          20          11           7          10         464         552
          20          11           7          11         479         571
          20          11           7          12         347         514
          20          11           7          13         367         476
          20          11           7          14         460         599
          20          11           8           0         266         382
          20          11           8           1         418         542
          20          11           8           2         469         559
          20          11           8           3         318         419
          20          11           8           4         269         456
          20          11           8           5         367         494
          20          11           8           6         481         585
          20          11           8           7         471         579
          20          11           8           8         417         523
          20          11           8           9         549         656
          20          11           8          10         284         375
          20          11           8          11         376         470
          20          11           8          12         318         516
          20          11           8          13         378         510
          20          11           8          14         406         507
          20          11           9           0         350         431
          20          11           9           1         528         616
          20          11           9           2         447         532
          20          11           9           3         379         450
          20          11           9           4         464         625
          20          11           9           5         419         540
          20          11           9           6         436         540
          20          11           9           7         415         606
          20          11           9           8         459         579
          20          11           9           9         296         395
          20          11           9          10         401         502
          20          11           9          11         479         627
          20          11           9          12         429         539
          20          11           9          13         391         474
          20          11           9          14         464         554
          20          11          10           0         259         355
          20          11          10           1         421         528
          20          11          10           2         299         387
          20          11          10           3         313         422
          20          11          10           4         222         323
          20          11          10           5         454         560
          20          11          10           6         285         388
          20          11          10           7         489         604
          20          11          10           8         440         548
          20          11          10           9         361         452
          20          11          10          10         508         591
          20          11          10          11         313         407
          20          11          10          12         490         581
          20          11          10          13         475         555
          20          11          10          14         422         541
          20          11          16           0         330         441
          20          11          16           1         363         476
          20          11          16           2         418         528
          20          11          16           3         402         539
          20          11          16           4         744         850
          20          11          16           5         652         770
          20          11          16           6         620         751
          20          11          16           7         657         826
          20          11          16           8         388         514
          20          11          16           9         554         677
          20          11          16          10         380         490
          20          11          16          11         520         645
          20          11          16          12         505         636
          20          11          16          13         461         591
          20          11          16          14         519         674
          20          11          17           0         454         566
          20          11          17           1         285         420
          20          11          17           2         469         589
          20          11          17           3         442         625
          20          11          17           4         474         606
          20          11          17           5         495         655
          20          11          17           6         561         694
          20          11          17           7         541         663
          20          11          17           8         461         614
          20          11          17           9         484         585
          20          11          17          10         525         625
          20          11          17          11         486         618
          20          11          17          12         498         662
          20          11          17          13         493         639
          20          11          17          14         311         462
          20          11          18           0         490         578
          20          11          18           1         370         463
          20          11          18           2         476         580
          20          11          18           3         475         615
          20          11          18           4         338         453
          20          11          18           5         379         505
          20          11          18           6         393         529
          20          11          18           7         473         623
          20          11          18           8         395         463
          20          11          18           9         386         531
          20          11          18          10         452         586
          20          11          18          11         443         600
          20          11          18          12         464         610
          20          11          18          13         373         493
          20          11          18          14         416         549
          20          11          19           0         319         444
          20          11          19           1         431         560
          20          11          19           2         401         555
          20          11          19           3         474         630
          20          11          19           4         331         456
          20          11          19           5         448         587
          20          11          19           6         440         565
          20          11          19           7         492         627
          20          11          19           8         453         575
          20          11          19           9         433         561
          20          11          19          10         416         540
          20          11          19          11         581         701
          20          11          19          12         390         527
          20          11          19          13         407         549
          20          11          19          14         449         609
          20          11          11           0         437         555
          20          11          11           1         482         661
          20          11          11           2         502         589
          20          11          11           3         459         622
          20          11          11           4         439         800
          20          11          11           5         512         642
          20          11          11           6         401         487
          20          11          11           7         330         522
          20          11          11           8         230         396
          20          11          11           9         448         562
          20          11          11          10         518         616
          20          11          11          11         304         445
          20          11          11          12         369         664
          20          11          11          13         406         595
          20          11          11          14         436         551
          20          11          12           0         454         585
          20          11          12           1         395         538
          20          11          12           2         453         555
          20          11          12           3         449         559
          20          11          12           4         334         530
          20          11          12           5         433         630
          20          11          12           6         446         626
          20          11          12           7         240         423
          20          11          12           8         389         492
          20          11          12           9         181         291
          20          11          12          10         311         410
          20          11          12          11         184         340
          20          11          12          12         425         629
          20          11          12          13         407         522
          20          11          12          14         383         475
          20          11          13           0         423         528
          20          11          13           1         459         557
          20          11          13           2         497         600
          20          11          13           3         417         553
          20          11          13           4         445         561
          20          11          13           5         461         556
          20          11          13           6         455         595
          20          11          13           7         328         618
          20          11          13           8         449         550
          20          11          13           9         524         643
          20          11          13          10         415         595
          20          11          13          11         355         617
