#Thu Oct  6 16:50:41 2022
# Copy file into sbs-onl@sbsvtp3:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               25              11               2               0
               0           101.9            35.6
               1          -28.85           27.39
               2           7.385           29.34
               3           9.716           23.63
               4          -198.2            19.8
               5          -84.66           9.615
               6          -2.438           16.03
               7           29.46           13.25
               8          -82.65           12.33
               9          -57.23           10.67
              10           21.51           11.26
              11           76.38            10.7
              12          -75.55           14.03
              13          -29.85            9.38
              14           17.55           10.17
              15           72.93           11.53
              16          -43.14           18.44
              17          -76.28           10.01
              18           22.72           20.75
              19            41.8            8.18
              20          -70.16           14.84
              21          -47.48           8.898
              22           28.25            19.2
              23           79.03            8.99
              24          -63.12           10.81
              25          -35.87           9.242
              26           12.44           8.273
              27           87.58           10.35
              28          -80.51           18.11
              29          -36.46           8.288
              30           54.47           7.827
              31           65.67           12.61
              32          -40.51           18.83
              33          -43.23           9.404
              34           28.06           19.25
              35            45.3           9.444
              36          -75.33           19.52
              37          -53.65           9.964
              38           33.93           12.16
              39           67.63           12.58
              40          -74.88           10.95
              41          -25.17           12.83
              42            48.6           11.71
              43           69.19            10.9
              44           -61.3           13.74
              45          -4.963           12.46
              46           25.83           10.03
              47           85.97           19.42
              48          -54.11           21.19
              49           -51.9           7.414
              50           6.106           21.51
              51           47.77           7.679
              52           -68.1           16.35
              53          -59.98           17.89
              54           33.56             8.3
              55           67.27           19.59
              56          -72.32           9.312
              57          -21.18           20.06
              58           27.07           7.736
              59           74.83           9.203
              60          -69.36           18.49
              61          -16.45           21.09
              62           48.08           7.416
              63           63.74           13.77
              64          -73.07           20.17
              65          -52.69           11.11
              66          -2.506           18.07
              67            48.4           11.29
              68          -72.58           19.91
              69          -55.01           12.87
              70           34.43           12.54
              71           68.05           9.271
              72          -70.22           10.44
              73          -28.35           13.41
              74           46.52           10.53
              75           66.15           10.76
              76          -64.17           14.61
              77          -6.514           14.53
              78            33.6           10.34
              79           80.18           17.26
              80          -52.08            19.3
              81          -36.29           8.325
              82           14.07            20.9
              83           40.94           22.09
              84          -76.89           22.42
              85          -38.93           20.56
              86           24.99            22.1
              87           69.98           7.847
              88          -45.48           10.16
              89          -25.98           9.618
              90           46.51           8.798
              91           75.85           11.15
              92          -64.72           11.03
              93         -0.9839            18.4
              94           57.15           7.612
              95           90.13           20.82
              96          -79.97           20.77
              97          -46.58           7.712
              98           20.14           17.84
              99           61.35           14.73
             100          -88.47            17.2
             101           -29.2           11.26
             102           35.57            12.9
             103           69.26           9.909
             104          -84.12           10.13
             105          -12.66              11
             106           30.96           10.45
             107           95.97           11.35
             108          -52.95           11.86
             109          -1.846           16.39
             110           49.93           12.28
             111           112.7           20.37
             112          -64.54           15.84
             113          -39.32           8.987
             114           33.05           20.08
             115           61.67           22.21
             116          -72.06           12.31
             117          -7.935           8.747
             118           50.38             8.1
             119           74.76           9.201
             120          -65.89           11.04
             121          -13.44           8.917
             122           53.61           8.166
             123           80.93           10.79
             124          -58.49           22.81
             125           -5.98           21.21
             126           53.59           22.61
             127           113.1           23.57
APV               25              11               2               1
               0           134.8           38.79
               1           12.03           26.49
               2          -34.31           32.33
               3          -13.82           23.54
               4          -139.6            10.8
               5           -68.5           8.492
               6          -28.71           21.46
               7           33.89           8.475
               8          -40.56           8.073
               9          -27.86           7.245
              10           3.179           22.79
              11           48.55           8.617
              12           -28.3           9.651
              13          -25.59           6.881
              14           18.79            9.07
              15           50.08           9.377
              16          -14.67           10.58
              17          -40.36           7.039
              18           -17.5           23.33
              19           33.73           24.43
              20          -53.01           25.27
              21          -35.41           6.138
              22          -5.595           10.88
              23           67.23           7.468
              24          -29.66           7.808
              25          -18.38           7.782
              26          0.3745           13.18
              27           41.49           8.212
              28           -13.2           6.891
              29          -25.95            7.61
              30           25.26           9.342
              31           46.92           8.226
              32          -12.03           8.872
              33          -13.16           8.068
              34          -12.79           21.84
              35            31.8           9.063
              36          -29.05           8.878
              37          -38.49            6.73
              38          -17.13           21.99
              39           32.24           8.007
              40          -44.75           7.568
              41          -33.01           8.259
              42           6.956           22.17
              43           57.21           8.649
              44          -31.31           7.326
              45          -14.06           9.976
              46           25.48           22.22
              47           82.36            8.97
              48          -1.753            8.99
              49           -21.8           6.759
              50          -41.13           12.59
              51           37.86           8.621
              52          -21.74           7.739
              53          -29.63           6.705
              54          0.9369           12.15
              55           38.04           7.468
              56             -30           7.144
              57          -35.97           6.881
              58            15.5           12.85
              59            41.4           8.135
              60          -45.45           6.755
              61          -35.59           22.94
              62           34.06           8.026
              63           99.21           8.611
              64          -20.86           9.077
              65          -36.15             9.2
              66          -17.32           13.48
              67           56.08           10.06
              68           -17.4             8.8
              69          -28.41           7.344
              70           6.985           21.66
              71           61.45           7.501
              72          -33.85           9.086
              73          -22.28           8.566
              74           8.148           23.38
              75           49.91           8.906
              76          -28.63           7.985
              77          -33.01           13.74
              78           27.37           9.157
              79           67.71           10.04
              80          -21.56           8.274
              81          -27.09           7.122
              82           -20.9           10.49
              83           38.39           7.509
              84          -30.82           7.353
              85          -46.49           6.591
              86          -13.52           11.95
              87           39.85           7.367
              88          -16.55           7.272
              89          -34.44           7.062
              90           9.219           12.17
              91           71.03           8.474
              92          -40.58            8.98
              93           -23.6           22.87
              94           38.62           8.426
              95           91.18           8.849
              96             -18           8.147
              97          -25.18           7.091
              98          -4.109           20.67
              99           32.43           8.466
             100          -25.55           8.172
             101          -35.28           6.981
             102           2.528           22.06
             103           44.31           7.985
             104          -50.25           8.091
             105          -29.68           8.043
             106           16.16           22.77
             107           55.65           8.764
             108          -33.87           7.453
             109          -26.63           23.58
             110            37.6           24.59
             111           92.94           9.317
             112          -15.25           8.337
             113          -29.34           7.347
             114          -11.11           13.75
             115            43.9           8.935
             116          -23.43            8.19
             117          -34.04           6.624
             118          -1.374           12.32
             119           42.08           7.455
             120          -27.27           7.645
             121          -36.84           7.512
             122           21.75           10.25
             123           62.01           9.076
             124          -50.51           8.353
             125          -44.23           23.42
             126           36.67           8.209
             127           132.8           11.43
APV               25              11               2               2
               0           64.03           37.02
               1          -20.63            26.2
               2           10.52           31.13
               3           5.215           21.96
               4          -179.1           10.75
               5          -87.99           14.96
               6          -3.803           16.31
               7           30.25           10.84
               8          -75.07           12.53
               9          -19.97           14.91
              10           35.65           10.25
              11           38.26           9.595
              12           -67.2           13.17
              13           2.213           8.956
              14           28.22           9.638
              15           46.96           9.432
              16          -71.71           13.91
              17           -53.2           9.202
              18           17.64           23.19
              19           56.62           8.013
              20          -70.56           8.915
              21          -68.25           22.67
              22           35.54           23.84
              23           37.39           7.558
              24          -66.41           9.352
              25          -31.27           22.61
              26           31.65           7.961
              27           43.75           9.186
              28          -53.31            8.51
              29          -14.75           8.922
              30           72.88            8.81
              31           48.18            9.54
              32          -58.94           11.23
              33          -46.92           9.727
              34           30.92            17.5
              35           7.356           12.02
              36          -69.62           11.75
              37          -48.28           13.54
              38            24.3           12.82
              39            41.6           11.05
              40          -53.93           12.25
              41          -22.48           14.87
              42           50.35           10.72
              43           52.09           9.653
              44          -59.35           8.898
              45           2.267           11.93
              46           47.61           9.232
              47           83.99           12.18
              48          -44.04           10.97
              49          -33.07           9.235
              50           21.52           22.58
              51           44.69           24.86
              52          -63.72           24.31
              53          -31.21           25.64
              54           28.99           7.406
              55           32.57            24.6
              56          -61.12           23.65
              57          -35.32           23.92
              58           44.58           7.771
              59           62.31           8.458
              60          -50.06            9.02
              61          -4.717           21.86
              62           61.23           7.913
              63           103.7           24.61
              64           -60.1            9.54
