#Wed Jan 18 17:05:28 2023
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0           124.5           37.18
               1          -38.86           34.47
               2          -25.28           30.93
               3          -4.301           30.41
               4          -200.3           9.958
               5           -91.5           14.16
               6          -20.28           9.327
               7            37.7           8.503
               8          -68.42           6.216
               9          -20.24           23.14
              10        -0.01587           7.942
              11           59.54            8.32
              12          -43.39           6.972
              13           -20.1           8.732
              14            31.5           7.668
              15           73.59           8.782
              16          -47.71           6.194
              17          -55.54           7.491
              18           7.878           7.143
              19           51.91            7.03
              20          -81.14           6.353
              21          -28.89           7.712
              22           5.572           6.299
              23           53.69           6.993
              24          -51.11           6.696
              25          -16.69           8.397
              26           21.44           6.331
              27           63.38           7.527
              28          -36.54            6.78
              29          -9.571           7.755
              30           25.73            6.53
              31           90.46           8.338
              32          -39.22           6.412
              33          -42.29           7.117
              34          -6.924           7.411
              35           42.64           8.296
              36          -55.92           6.371
              37          -38.82           6.849
              38           8.964            7.65
              39           70.67           8.505
              40          -40.59           6.909
              41          -38.03           7.571
              42           21.52           8.218
              43           80.94           8.612
              44          -36.78           7.053
              45           7.286           9.909
              46           39.25           7.546
              47           75.17           7.532
              48          -65.76           6.461
              49          -40.14           7.757
              50          -6.741           6.656
              51           34.38           6.754
              52          -60.49           6.187
              53          -35.93           7.628
              54           1.621           6.133
              55           64.95            7.05
              56           -53.3           6.332
              57          -7.443           7.867
              58           9.067           6.421
              59            84.2           7.779
              60          -33.41           8.078
              61           6.539           8.608
              62           32.06           6.317
              63           75.79           8.056
              64          -67.68           6.249
              65          -31.88           17.07
              66           9.432           8.039
              67           59.43           7.849
              68          -68.89           6.319
              69          -48.11           19.15
              70           4.286           7.623
              71           52.09           7.176
              72          -70.67           6.395
              73          -35.39           20.18
              74           8.703           7.167
              75           81.22           7.518
              76          -35.17           5.884
              77           3.834           6.942
              78           37.46            7.01
              79            83.8           7.885
              80          -42.03           6.536
              81          -34.01           6.114
              82           16.05           5.973
              83           38.36           6.676
              84          -54.16            6.51
              85          -50.24           5.979
              86          0.6682           5.782
              87           40.51            8.13
              88          -40.06           6.043
              89          -31.65           6.012
              90           17.57            5.87
              91           60.11           8.054
              92          -39.39           5.843
              93          -16.72           6.038
              94           39.75           5.991
              95           92.14           7.888
              96          -56.56           6.448
              97          -40.62           6.167
              98           12.95           7.653
              99            63.2           8.388
             100          -48.82           6.715
             101          -17.31           7.178
             102           15.36           7.364
             103           58.76           7.606
             104          -34.29           6.712
             105          -26.65           20.77
             106           11.26           7.356
             107            71.4           7.699
             108           -41.2           5.784
             109          -2.062           7.678
             110           34.02           7.612
             111           82.43           7.828
             112          -39.05           6.315
             113           -53.3           5.958
             114          0.2116           5.904
             115           41.29           7.788
             116          -66.52           6.222
             117          -22.83           5.772
             118           16.79           5.782
             119           66.13           7.915
             120          -52.56           5.937
             121          -20.98           5.933
             122           30.01           5.971
             123           81.99           8.054
             124          -37.85           5.751
             125          -6.798           6.047
             126           33.72           6.441
             127           128.1           9.926
APV               20              11               7               1
               0           146.6           38.45
               1          -31.66           36.41
               2          -19.86           31.62
               3          -25.65           31.24
               4            -196           11.24
               5          -83.21           16.69
               6          -18.59           9.364
               7           33.67           9.705
               8          -48.93           7.673
               9          -7.385           26.28
              10           24.07           6.636
              11           75.08           13.76
              12          -64.92           8.097
              13          -11.98           10.13
              14           41.54           8.242
              15           71.99           12.63
              16          -58.87           7.462
              17          -47.72           6.845
              18          -34.74           7.348
              19            40.9           7.879
              20          -72.68           7.408
              21          -16.71           6.846
              22          -5.382           7.103
              23           55.41           7.993
              24          -56.95           7.056
              25          -19.53           6.693
              26           8.694            6.99
              27           73.84            10.6
              28          -40.42            6.74
              29          -23.33           6.498
              30           14.77           7.245
              31           83.01           11.87
              32           -68.8           7.586
              33           -38.1           8.228
              34           2.513           7.261
              35           36.51           8.628
              36          -63.46           7.657
              37          -29.29           7.538
              38           17.53           7.701
              39           58.66           12.19
              40          -61.55           7.856
              41          -8.058           8.534
              42           22.62           8.288
              43           83.44           15.69
              44          -29.68           7.351
              45          -8.143           12.18
              46            9.62           7.944
              47           76.51           8.495
              48          -55.83           7.536
              49          -40.84           6.846
              50          -4.136           7.274
              51           47.38           7.576
              52          -68.47           7.081
              53          -21.15           6.698
              54           19.26           6.894
              55           54.13           9.683
              56          -47.05           6.936
              57          -14.12           6.526
              58           26.43           7.327
              59           77.14           14.18
              60          -30.05           6.671
              61          -19.12           6.411
              62           17.37            9.24
              63           76.82            8.79
              64           -68.7           7.754
              65          -35.06           19.01
              66           3.643           6.796
              67           57.38           8.036
              68          -59.49           7.486
              69           -28.7              23
              70           4.679           7.122
              71           59.33           11.95
              72           -37.5           7.626
              73          -8.469           23.36
              74           6.193           7.223
              75           79.27            8.28
              76          -48.15           7.658
              77          -31.96           7.036
              78           25.39           7.344
              79           99.43           9.812
              80          -65.23           7.391
              81          -43.85            6.62
              82            2.62           6.547
              83           40.47           7.216
              84          -42.92           7.524
