#Wed Nov  8 15:42:14 2023
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               20              11               7               0
               0           125.5           37.06
               1           -35.6           33.25
               2          -26.52           31.03
               3          -5.507           30.56
               4          -199.7           9.939
               5          -88.08           8.255
               6          -21.17           9.288
               7            35.7           8.823
               8          -67.92           6.106
               9          -14.62           7.556
              10         -0.9934           7.903
              11            58.3           8.656
              12          -42.14           6.688
              13          -18.58           7.133
              14           29.78           7.785
              15            65.4            7.52
              16          -48.34           6.337
              17          -56.58           7.588
              18            5.19           6.849
              19           49.56           7.192
              20          -81.01           6.271
              21          -29.49           7.394
              22           3.806           6.289
              23           51.67           7.296
              24          -51.54           6.696
              25          -17.58           8.244
              26           19.95           6.471
              27           61.88           7.887
              28          -36.13           6.081
              29          -10.71           7.369
              30           23.72           6.611
              31           89.52             8.6
              32          -38.65           6.436
              33          -41.66           7.459
              34           -8.83           7.539
              35           40.47           8.485
              36           -55.6           6.383
              37          -38.43           7.301
              38            7.21           7.825
              39           68.86           8.528
              40          -40.88           6.997
              41          -37.64           7.884
              42           20.11           8.326
              43           79.29            8.85
              44          -35.85           6.236
              45           9.448            7.24
              46            37.5           7.767
              47           72.65           7.502
              48          -65.54            6.26
              49          -41.22           7.518
              50          -9.406           6.427
              51           32.03           7.161
              52           -60.3           6.186
              53          -36.95           7.267
              54         -0.3904           6.462
              55           63.51           7.382
              56          -53.26           5.955
              57          -8.329           7.546
              58           7.166           6.475
              59           81.88           7.627
              60          -34.41           8.018
              61           5.333           8.577
              62           30.06           6.303
              63           73.73           7.863
              64           -67.2            6.21
              65           -24.8           6.226
              66           10.95           7.899
              67           58.26           6.938
              68          -67.46           6.284
              69          -41.39           6.002
              70            5.51           7.466
              71           50.01           7.442
              72          -69.44           6.344
              73          -28.22           6.441
              74           9.284           7.209
              75           79.25           7.693
              76          -32.76           5.794
              77           6.577           6.688
              78           36.53           7.179
              79           81.42            7.72
              80          -41.13           6.348
              81          -31.97           5.954
              82           16.74           5.944
              83           37.83           6.639
              84          -52.46           6.402
              85          -48.49           5.797
              86          0.6341           5.853
              87           38.46           7.926
              88          -38.48           5.996
              89          -30.26           5.824
              90           17.15           5.941
              91           57.58           7.861
              92          -37.88           5.803
              93          -15.55           5.884
              94           39.29           6.138
              95           90.04            7.65
              96          -55.74           6.347
              97          -37.96           5.798
              98           13.49           7.758
              99           63.05            8.42
             100          -46.47           6.448
             101          -13.72           6.231
             102           15.62            7.54
             103           56.73           7.627
             104          -32.94           6.502
             105          -20.26           7.592
             106           11.78           7.335
             107           69.02           7.919
             108          -38.96           5.716
             109         0.05835           7.639
             110           33.34           7.562
             111           80.24           7.502
             112          -37.69           6.224
             113          -51.84            5.75
             114          0.5338           5.862
             115           39.96           7.787
             116          -64.82           6.013
             117          -20.94           5.665
             118           16.81           5.879
             119           63.98           7.845
             120          -51.18           5.953
             121          -19.23           5.885
             122           29.58           6.159
             123           79.88           7.735
             124          -36.06            5.62
             125          -6.045            5.83
             126           33.22            6.55
             127           128.8           9.895
APV               20              11               7               1
               0           146.5           38.38
               1          -28.35           33.75
               2          -19.52           31.76
               3          -24.52           31.18
               4          -197.2           11.17
               5          -80.13           8.249
               6           -19.1            9.15
               7           32.88            11.3
               8          -50.41           7.505
               9          -3.224           7.519
              10           23.51           8.843
              11           72.85           13.57
              12          -65.96           7.905
              13           -11.8           6.946
              14           40.97           7.846
              15           69.01           13.12
              16          -60.29           7.318
